Month,SKU,Facility,Inventory,Marginal,Lower,Upper,Scale
9,SKUE2,Columbus,0.0,,0.0,inf,1.0
9,SKUE2,Sacramento,0.0,,0.0,inf,1.0
9,SKUE2,Austin,0.0,,0.0,inf,1.0
9,SKUE3,Columbus,0.0,,0.0,inf,1.0
9,SKUE3,Sacramento,0.0,,0.0,inf,1.0
9,SKUE3,Austin,0.0,,0.0,inf,1.0
10,SKUW1,Columbus,0.0,,0.0,inf,1.0
10,SKUW1,Sacramento,0.0,,0.0,inf,1.0
10,SKUW1,Austin,0.0,,0.0,inf,1.0
10,SKUW2,Columbus,0.0,,0.0,inf,1.0
10,SKUW2,Sacramento,0.0,,0.0,inf,1.0
10,SKUW2,Austin,0.0,,0.0,inf,1.0
10,SKUW3,Columbus,0.0,,0.0,inf,1.0
10,SKUW3,Sacramento,0.0,,0.0,inf,1.0
10,SKUW3,Austin,0.0,,0.0,inf,1.0
10,SKUA1,Columbus,0.0,,0.0,inf,1.0
10,SKUA1,Sacramento,0.0,,0.0,inf,1.0
10,SKUA1,Austin,0.0,,0.0,inf,1.0
10,SKUA2,Columbus,0.0,,0.0,inf,1.0
10,SKUA2,Sacramento,0.0,,0.0,inf,1.0
10,SKUA2,Austin,0.0,,0.0,inf,1.0
10,SKUA3,Columbus,0.0,,0.0,inf,1.0
10,SKUA3,Sacramento,0.0,,0.0,inf,1.0
10,SKUA3,Austin,0.0,,0.0,inf,1.0
10,SKUT1,Columbus,0.0,,0.0,inf,1.0
10,SKUT1,Sacramento,0.0,,0.0,inf,1.0
10,SKUT1,Austin,0.0,,0.0,inf,1.0
10,SKUT2,Columbus,0.0,,0.0,inf,1.0
10,SKUT2,Sacramento,0.0,,0.0,inf,1.0
10,SKUT2,Austin,0.0,,0.0,inf,1.0
10,SKUT3,Columbus,0.0,,0.0,inf,1.0
10,SKUT3,Sacramento,0.0,,0.0,inf,1.0
10,SKUT3,Austin,0.0,,0.0,inf,1.0
10,SKUT4,Columbus,0.0,,0.0,inf,1.0
10,SKUT4,Sacramento,0.0,,0.0,inf,1.0
10,SKUT4,Austin,0.0,,0.0,inf,1.0
10,SKUD1,Columbus,0.0,,0.0,inf,1.0
10,SKUD1,Sacramento,0.0,,0.0,inf,1.0
10,SKUD1,Austin,0.0,,0.0,inf,1.0
10,SKUD2,Columbus,0.0,,0.0,inf,1.0
10,SKUD2,Sacramento,0.0,,0.0,inf,1.0
10,SKUD2,Austin,0.0,,0.0,inf,1.0
10,SKUD3,Columbus,0.0,,0.0,inf,1.0
10,SKUD3,Sacramento,0.0,,0.0,inf,1.0
10,SKUD3,Austin,0.0,,0.0,inf,1.0
10,SKUC1,Columbus,0.0,,0.0,inf,1.0
10,SKUC1,Sacramento,0.0,,0.0,inf,1.0
10,SKUC1,Austin,0.0,,0.0,inf,1.0
10,SKUC2,Columbus,0.0,,0.0,inf,1.0
10,SKUC2,Sacramento,0.0,,0.0,inf,1.0
10,SKUC2,Austin,0.0,,0.0,inf,1.0
10,SKUE1,Columbus,0.0,,0.0,inf,1.0
10,SKUE1,Sacramento,0.0,,0.0,inf,1.0
10,SKUE1,Austin,0.0,,0.0,inf,1.0
10,SKUE2,Columbus,0.0,,0.0,inf,1.0
10,SKUE2,Sacramento,0.0,,0.0,inf,1.0
10,SKUE2,Austin,0.0,,0.0,inf,1.0
10,SKUE3,Columbus,0.0,,0.0,inf,1.0
10,SKUE3,Sacramento,0.0,,0.0,inf,1.0
10,SKUE3,Austin,0.0,,0.0,inf,1.0
11,SKUW1,Columbus,0.0,,0.0,inf,1.0
11,SKUW1,Sacramento,0.0,,0.0,inf,1.0
11,SKUW1,Austin,0.0,,0.0,inf,1.0
11,SKUW2,Columbus,0.0,,0.0,inf,1.0
11,SKUW2,Sacramento,0.0,,0.0,inf,1.0
11,SKUW2,Austin,0.0,,0.0,inf,1.0
11,SKUW3,Columbus,0.0,,0.0,inf,1.0
11,SKUW3,Sacramento,0.0,,0.0,inf,1.0
11,SKUW3,Austin,0.0,,0.0,inf,1.0
11,SKUA1,Columbus,0.0,,0.0,inf,1.0
11,SKUA1,Sacramento,0.0,,0.0,inf,1.0
11,SKUA1,Austin,0.0,,0.0,inf,1.0
11,SKUA2,Columbus,0.0,,0.0,inf,1.0
11,SKUA2,Sacramento,0.0,,0.0,inf,1.0
11,SKUA2,Austin,0.0,,0.0,inf,1.0
11,SKUA3,Columbus,0.0,,0.0,inf,1.0
11,SKUA3,Sacramento,0.0,,0.0,inf,1.0
11,SKUA3,Austin,0.0,,0.0,inf,1.0
11,SKUT1,Columbus,0.0,,0.0,inf,1.0
11,SKUT1,Sacramento,0.0,,0.0,inf,1.0
11,SKUT1,Austin,0.0,,0.0,inf,1.0
11,SKUT2,Columbus,0.0,,0.0,inf,1.0
11,SKUT2,Sacramento,0.0,,0.0,inf,1.0
11,SKUT2,Austin,0.0,,0.0,inf,1.0
11,SKUT3,Columbus,0.0,,0.0,inf,1.0
11,SKUT3,Sacramento,0.0,,0.0,inf,1.0
11,SKUT3,Austin,0.0,,0.0,inf,1.0
11,SKUT4,Columbus,0.0,,0.0,inf,1.0
11,SKUT4,Sacramento,0.0,,0.0,inf,1.0
11,SKUT4,Austin,0.0,,0.0,inf,1.0
11,SKUD1,Columbus,0.0,,0.0,inf,1.0
11,SKUD1,Sacramento,0.0,,0.0,inf,1.0
11,SKUD1,Austin,0.0,,0.0,inf,1.0
11,SKUD2,Columbus,0.0,,0.0,inf,1.0
11,SKUD2,Sacramento,0.0,,0.0,inf,1.0
11,SKUD2,Austin,0.0,,0.0,inf,1.0
11,SKUD3,Columbus,0.0,,0.0,inf,1.0
11,SKUD3,Sacramento,0.0,,0.0,inf,1.0
11,SKUD3,Austin,0.0,,0.0,inf,1.0
11,SKUC1,Columbus,0.0,,0.0,inf,1.0
11,SKUC1,Sacramento,0.0,,0.0,inf,1.0
11,SKUC1,Austin,0.0,,0.0,inf,1.0
11,SKUC2,Columbus,0.0,,0.0,inf,1.0
11,SKUC2,Sacramento,0.0,,0.0,inf,1.0
11,SKUC2,Austin,0.0,,0.0,inf,1.0
11,SKUE1,Columbus,0.0,,0.0,inf,1.0
11,SKUE1,Sacramento,0.0,,0.0,inf,1.0
11,SKUE1,Austin,0.0,,0.0,inf,1.0
11,SKUE2,Columbus,0.0,,0.0,inf,1.0
11,SKUE2,Sacramento,0.0,,0.0,inf,1.0
11,SKUE2,Austin,0.0,,0.0,inf,1.0
11,SKUE3,Columbus,0.0,,0.0,inf,1.0
11,SKUE3,Sacramento,0.0,,0.0,inf,1.0
11,SKUE3,Austin,0.0,,0.0,inf,1.0
12,SKUW1,Columbus,0.0,,0.0,inf,1.0
12,SKUW1,Sacramento,0.0,,0.0,inf,1.0
12,SKUW1,Austin,0.0,,0.0,inf,1.0
12,SKUW2,Columbus,0.0,,0.0,inf,1.0
12,SKUW2,Sacramento,0.0,,0.0,inf,1.0
12,SKUW2,Austin,0.0,,0.0,inf,1.0
12,SKUW3,Columbus,0.0,,0.0,inf,1.0
12,SKUW3,Sacramento,0.0,,0.0,inf,1.0
12,SKUW3,Austin,0.0,,0.0,inf,1.0
12,SKUA1,Columbus,0.0,,0.0,inf,1.0
12,SKUA1,Sacramento,0.0,,0.0,inf,1.0
12,SKUA1,Austin,0.0,,0.0,inf,1.0
12,SKUA2,Columbus,0.0,,0.0,inf,1.0
12,SKUA2,Sacramento,0.0,,0.0,inf,1.0
12,SKUA2,Austin,0.0,,0.0,inf,1.0
12,SKUA3,Columbus,0.0,,0.0,inf,1.0
12,SKUA3,Sacramento,0.0,,0.0,inf,1.0
12,SKUA3,Austin,0.0,,0.0,inf,1.0
12,SKUT1,Columbus,0.0,,0.0,inf,1.0
12,SKUT1,Sacramento,0.0,,0.0,inf,1.0
12,SKUT1,Austin,0.0,,0.0,inf,1.0
12,SKUT2,Columbus,0.0,,0.0,inf,1.0
12,SKUT2,Sacramento,0.0,,0.0,inf,1.0
12,SKUT2,Austin,0.0,,0.0,inf,1.0
12,SKUT3,Columbus,0.0,,0.0,inf,1.0
12,SKUT3,Sacramento,0.0,,0.0,inf,1.0
12,SKUT3,Austin,0.0,,0.0,inf,1.0
12,SKUT4,Columbus,0.0,,0.0,inf,1.0
12,SKUT4,Sacramento,0.0,,0.0,inf,1.0
12,SKUT4,Austin,0.0,,0.0,inf,1.0
12,SKUD1,Columbus,0.0,,0.0,inf,1.0
12,SKUD1,Sacramento,0.0,,0.0,inf,1.0
12,SKUD1,Austin,0.0,,0.0,inf,1.0
12,SKUD2,Columbus,0.0,,0.0,inf,1.0
12,SKUD2,Sacramento,0.0,,0.0,inf,1.0
12,SKUD2,Austin,0.0,,0.0,inf,1.0
12,SKUD3,Columbus,0.0,,0.0,inf,1.0
12,SKUD3,Sacramento,0.0,,0.0,inf,1.0
12,SKUD3,Austin,0.0,,0.0,inf,1.0
12,SKUC1,Columbus,0.0,,0.0,inf,1.0
12,SKUC1,Sacramento,0.0,,0.0,inf,1.0
12,SKUC1,Austin,0.0,,0.0,inf,1.0
12,SKUC2,Columbus,0.0,,0.0,inf,1.0
12,SKUC2,Sacramento,0.0,,0.0,inf,1.0
12,SKUC2,Austin,0.0,,0.0,inf,1.0
12,SKUE1,Columbus,0.0,,0.0,inf,1.0
12,SKUE1,Sacramento,0.0,,0.0,inf,1.0
12,SKUE1,Austin,0.0,,0.0,inf,1.0
12,SKUE2,Columbus,0.0,,0.0,inf,1.0
12,SKUE2,Sacramento,0.0,,0.0,inf,1.0
12,SKUE2,Austin,0.0,,0.0,inf,1.0
12,SKUE3,Columbus,0.0,,0.0,inf,1.0
12,SKUE3,Sacramento,0.0,,0.0,inf,1.0
12,SKUE3,Austin,0.0,,0.0,inf,1.0
