Month,Day,Facility,Storage_Type,Total_Capacity_Units,Used_Units,Utilization_Pct
111,18,Columbus,Bins,233164800,103731.95238095238,0.04448868456171445
111,18,Columbus,Hazmat,6918400,26551.88095238095,0.3837864383727589
111,18,Sacramento,Pallet,3564450,235221.07142857142,6.5990846113305395
111,18,Sacramento,Racking,3557216,61370.214285714275,1.7252315936314881
111,18,Sacramento,Bins,7776000,103731.95238095238,1.3340014452282971
111,18,Sacramento,Hazmat,712896,26551.88095238095,3.7245097394824698
111,18,Austin,Pallet,3583152,235221.07142857142,6.5646411714761586
111,18,Austin,Racking,3107328,61370.214285714275,1.9750156496422095
111,18,Austin,Bins,10631520,103731.95238095238,0.9757019916338622
111,18,Austin,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,19,SYSTEM_TOTAL,Pallet,14407162,235221.07142857142,1.6326676373082458
111,19,SYSTEM_TOTAL,Racking,10907744,61370.214285714275,0.5626297636405317
111,19,SYSTEM_TOTAL,Bins,251572320,103731.95238095238,0.041233452225965236
111,19,SYSTEM_TOTAL,Hazmat,9646656,26551.88095238095,0.27524440544351275
111,19,Columbus,Pallet,7259560,235221.07142857142,3.2401560346435794
111,19,Columbus,Racking,4243200,61370.214285714275,1.4463191526610641
111,19,Columbus,Bins,233164800,103731.95238095238,0.04448868456171445
111,19,Columbus,Hazmat,6918400,26551.88095238095,0.3837864383727589
111,19,Sacramento,Pallet,3564450,235221.07142857142,6.5990846113305395
111,19,Sacramento,Racking,3557216,61370.214285714275,1.7252315936314881
111,19,Sacramento,Bins,7776000,103731.95238095238,1.3340014452282971
111,19,Sacramento,Hazmat,712896,26551.88095238095,3.7245097394824698
111,19,Austin,Pallet,3583152,235221.07142857142,6.5646411714761586
111,19,Austin,Racking,3107328,61370.214285714275,1.9750156496422095
111,19,Austin,Bins,10631520,103731.95238095238,0.9757019916338622
111,19,Austin,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,20,SYSTEM_TOTAL,Pallet,14407162,235221.07142857142,1.6326676373082458
111,20,SYSTEM_TOTAL,Racking,10907744,61370.214285714275,0.5626297636405317
111,20,SYSTEM_TOTAL,Bins,251572320,103731.95238095238,0.041233452225965236
111,20,SYSTEM_TOTAL,Hazmat,9646656,26551.88095238095,0.27524440544351275
111,20,Columbus,Pallet,7259560,235221.07142857142,3.2401560346435794
111,20,Columbus,Racking,4243200,61370.214285714275,1.4463191526610641
111,20,Columbus,Bins,233164800,103731.95238095238,0.04448868456171445
111,20,Columbus,Hazmat,6918400,26551.88095238095,0.3837864383727589
111,20,Sacramento,Pallet,3564450,235221.07142857142,6.5990846113305395
111,20,Sacramento,Racking,3557216,61370.214285714275,1.7252315936314881
111,20,Sacramento,Bins,7776000,103731.95238095238,1.3340014452282971
111,20,Sacramento,Hazmat,712896,26551.88095238095,3.7245097394824698
111,20,Austin,Pallet,3583152,235221.07142857142,6.5646411714761586
111,20,Austin,Racking,3107328,61370.214285714275,1.9750156496422095
111,20,Austin,Bins,10631520,103731.95238095238,0.9757019916338622
111,20,Austin,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,21,SYSTEM_TOTAL,Pallet,14407162,235221.07142857142,1.6326676373082458
111,21,SYSTEM_TOTAL,Racking,10907744,61370.214285714275,0.5626297636405317
111,21,SYSTEM_TOTAL,Bins,251572320,103731.95238095238,0.041233452225965236
111,21,SYSTEM_TOTAL,Hazmat,9646656,26551.88095238095,0.27524440544351275
111,21,Columbus,Pallet,7259560,235221.07142857142,3.2401560346435794
111,21,Columbus,Racking,4243200,61370.214285714275,1.4463191526610641
111,21,Columbus,Bins,233164800,103731.95238095238,0.04448868456171445
111,21,Columbus,Hazmat,6918400,26551.88095238095,0.3837864383727589
111,21,Sacramento,Pallet,3564450,235221.07142857142,6.5990846113305395
111,21,Sacramento,Racking,3557216,61370.214285714275,1.7252315936314881
111,21,Sacramento,Bins,7776000,103731.95238095238,1.3340014452282971
111,21,Sacramento,Hazmat,712896,26551.88095238095,3.7245097394824698
111,21,Austin,Pallet,3583152,235221.07142857142,6.5646411714761586
111,21,Austin,Racking,3107328,61370.214285714275,1.9750156496422095
111,21,Austin,Bins,10631520,103731.95238095238,0.9757019916338622
111,21,Austin,Hazmat,2015360,26551.88095238095,1.3174758332199186
112,1,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,1,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,1,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,1,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,1,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,1,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,1,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,1,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,1,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,1,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,1,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,1,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,1,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,1,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,1,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,1,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,2,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,2,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,2,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,2,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,2,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,2,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,2,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,2,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,2,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,2,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,2,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,2,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,2,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,2,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,2,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,2,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,3,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,3,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,3,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,3,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,3,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,3,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,3,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,3,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,3,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,3,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,3,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,3,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,3,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,3,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,3,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,3,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,4,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,4,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,4,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,4,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,4,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,4,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,4,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,4,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,4,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,4,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,4,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,4,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,4,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,4,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,4,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,4,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,5,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,5,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,5,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,5,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,5,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,5,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,5,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,5,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,5,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,5,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,5,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,5,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,5,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,5,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,5,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,5,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,6,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,6,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,6,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,6,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,6,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,6,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,6,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,6,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,6,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,6,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,6,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,6,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,6,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,6,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,6,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,6,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,7,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,7,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,7,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,7,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,7,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,7,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,7,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,7,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,7,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,7,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,7,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,7,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,7,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,7,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,7,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,7,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,8,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,8,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,8,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,8,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,8,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,8,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,8,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,8,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,8,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,8,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,8,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,8,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,8,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,8,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,8,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,8,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,9,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,9,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,9,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,9,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,9,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,9,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,9,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,9,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,9,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,9,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,9,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,9,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,9,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,9,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,9,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,9,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,10,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,10,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,10,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,10,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,10,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,10,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,10,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,10,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,10,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,10,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,10,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,10,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,10,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,10,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,10,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,10,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,11,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,11,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,11,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,11,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,11,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,11,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,11,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,11,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,11,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,11,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,11,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,11,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,11,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,11,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,11,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,11,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,12,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,12,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,12,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,12,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,12,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,12,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,12,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,12,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,12,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,12,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,12,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,12,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,12,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,12,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,12,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,12,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,13,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,13,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,13,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,13,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,13,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,13,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,13,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,13,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,13,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,13,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,13,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,13,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,13,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,13,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,13,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,13,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,14,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,14,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,14,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,14,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,14,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,14,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,14,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,14,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,14,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,14,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,14,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,14,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,14,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,14,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,14,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,14,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,15,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,15,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,15,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,15,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,15,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,15,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,15,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,15,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,15,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,15,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,15,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,15,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,15,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,15,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,15,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,15,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,16,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,16,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,16,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,16,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,16,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,16,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,16,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,16,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,16,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,16,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,16,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,16,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,16,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,16,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,16,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,16,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,17,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,17,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,17,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,17,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,17,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,17,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,17,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,17,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,17,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,17,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,17,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,17,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,17,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,17,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,17,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,17,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,18,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,18,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,18,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,18,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,18,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,18,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,18,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,18,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,18,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,18,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,18,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,18,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,18,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,18,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,18,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,18,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,19,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,19,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,19,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,19,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,19,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,19,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,19,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,19,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,19,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,19,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,19,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,19,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,19,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,19,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,19,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,19,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,20,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,20,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,20,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,20,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,20,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,20,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
112,20,Columbus,Bins,233164800,114110.90476190476,0.04894002214824225
112,20,Columbus,Hazmat,6918400,27508.309523809523,0.397610856900577
112,20,Sacramento,Pallet,3564450,250627.92857142855,7.031321201627981
112,20,Sacramento,Racking,3557216,65019.19047619048,1.8278111443384513
112,20,Sacramento,Bins,7776000,114110.90476190476,1.4674756270821088
112,20,Sacramento,Hazmat,712896,27508.309523809523,3.858670763170157
112,20,Austin,Pallet,3583152,250627.92857142855,6.994621734479267
112,20,Austin,Racking,3107328,65019.19047619048,2.092446966531711
112,20,Austin,Bins,10631520,114110.90476190476,1.073326342441201
112,20,Austin,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,21,SYSTEM_TOTAL,Pallet,14407162,250627.92857142855,1.739606513561995
112,21,SYSTEM_TOTAL,Racking,10907744,65019.19047619048,0.5960828423933535
112,21,SYSTEM_TOTAL,Bins,251572320,114110.90476190476,0.045359085912911545
112,21,SYSTEM_TOTAL,Hazmat,9646656,27508.309523809523,0.2851590180453156
112,21,Columbus,Pallet,7259560,250627.92857142855,3.4523845601032095
112,21,Columbus,Racking,4243200,65019.19047619048,1.5323150093370683
