Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,1,Austin,Bound to Learn,Domestic,5.015343357169359,35,175.53701750092756,4,"SKUT1,SKUT2,SKUT3,SKUT4",0
1,17,Austin,Bound to Learn,Domestic,16.7340692788894,13,217.5429006255622,2,"SKUT1,SKUT3",1
1,21,Austin,Bound to Learn,Domestic,12.57420721180578,13,163.46469375347513,3,"SKUT1,SKUT3,SKUT4",2
1,20,Austin,Bound to Learn,Domestic,27.128184392963338,1,27.128184392963338,1,SKUT1,3
1,15,Austin,Bound to Learn,Domestic,7.310294883551327,13,95.03383348616725,2,"SKUT1,SKUT3",4
1,7,Austin,Bound to Learn,Domestic,4.011572174265204,22,88.25458783383449,1,SKUT2,5
1,1,Austin,Bound to Learn,Domestic,1.666582256873693,35,58.330378990579256,4,"SKUT1,SKUT2,SKUT3,SKUT4",6
2,5,Austin,Bound to Learn,Domestic,38.63024134066042,14,540.8233787692459,2,"SKUT3,SKUT4",0
2,2,Austin,Bound to Learn,Domestic,6.103197491072459,35,213.61191218753606,2,"SKUT2,SKUT3",1
2,6,Austin,Bound to Learn,Domestic,8.726661577086698,22,191.98655469590736,1,SKUT2,2
2,1,Austin,Bound to Learn,Domestic,9.477670957724484,16,151.64273532359175,3,"SKUT1,SKUT3,SKUT4",3
2,14,Austin,Bound to Learn,Domestic,21.774465331531378,13,283.0680493099079,1,SKUT3,4
2,14,Austin,Bound to Learn,Domestic,7.155510484014898,13,93.02163629219368,1,SKUT3,5
2,8,Austin,Bound to Learn,Domestic,21.738686998842226,35,760.854044959478,3,"SKUT2,SKUT3,SKUT4",6
2,8,Austin,Bound to Learn,Domestic,3.239206773834723,35,113.37223708421531,3,"SKUT2,SKUT3,SKUT4",7
2,21,Austin,Bound to Learn,Domestic,4.195642495211372,1,4.195642495211372,1,SKUT1,8
2,4,Austin,Bound to Learn,Domestic,5.590034019439415,1,5.590034019439415,1,SKUT1,9
2,1,Austin,Bound to Learn,Domestic,0.2641959266135417,16,4.227134825816667,3,"SKUT1,SKUT3,SKUT4",10
3,15,Austin,Bound to Learn,Domestic,14.776832115711937,1,14.776832115711937,1,SKUT4,0
3,4,Austin,Bound to Learn,Domestic,5.793729902056166,1,5.793729902056166,1,SKUT1,1
3,12,Austin,Bound to Learn,Domestic,29.259508918538636,21,614.4496872893113,2,"SKUT1,SKUT2",2
3,13,Austin,Bound to Learn,Domestic,5.425910762308579,16,86.81457219693726,1,SKUT3,3
3,11,Austin,Bound to Learn,Domestic,12.924289033236542,20,258.48578066473084,1,SKUT2,4
3,16,Austin,Bound to Learn,Domestic,2.012674273478477,2,4.025348546956954,2,"SKUT1,SKUT4",5
3,11,Austin,Bound to Learn,Domestic,20.02624435163097,20,400.5248870326194,1,SKUT2,6
3,16,Austin,Bound to Learn,Domestic,11.20449640356195,2,22.4089928071239,2,"SKUT1,SKUT4",7
3,19,Austin,Bound to Learn,Domestic,15.040437445165228,16,240.64699912264365,1,SKUT3,8
4,16,Austin,Bound to Learn,Domestic,8.366503242271571,17,142.2305551186167,3,"SKUT1,SKUT3,SKUT4",0
4,21,Austin,Bound to Learn,Domestic,4.528312270383413,25,113.20780675958532,1,SKUT2,1
4,2,Austin,Bound to Learn,Domestic,5.594573645307505,1,5.594573645307505,1,SKUT4,2
4,20,Austin,Bound to Learn,Domestic,0.7621959484658956,41,31.25003388710172,3,"SKUT2,SKUT3,SKUT4",3
4,3,Austin,Bound to Learn,Domestic,2.5929641178187506,26,67.41706706328752,2,"SKUT2,SKUT4",4
4,10,Austin,Bound to Learn,Domestic,9.217694185635468,16,147.48310697016748,2,"SKUT1,SKUT3",5
4,21,Austin,Bound to Learn,Domestic,26.0329744003798,25,650.824360009495,1,SKUT2,6
5,9,Austin,Bound to Learn,Domestic,10.285670877295063,18,185.14207579131113,1,SKUT3,0
5,11,Austin,Bound to Learn,Domestic,2.5551745392931275,45,114.98285426819074,3,"SKUT1,SKUT2,SKUT3",1
5,5,Austin,Bound to Learn,Domestic,4.806451404521178,27,129.7741879220718,1,SKUT2,2
5,1,Austin,Bound to Learn,Domestic,36.03167286864872,6,216.19003721189233,4,"SKUT1,SKUT2,SKUT3,SKUT4",3
