Scenario,k_factor,mean_delay,num_simulations,avg_delay_events,avg_sku_impacts,avg_truck_impacts,avg_truck_days_delay,sku_multiplication,truck_multiplication,avg_delay_duration,domestic_events,international_events,timestamp
14_4_doh,0.5,14.0,50,14365.2,23801.5,468856.4,6540991.352185154,1.6568860858185057,32.6383482304458,13.980777923244544,9051.74,5313.46,2025-11-16 16:00:16
