Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,21,Austin,Bound to Learn,Domestic,1.5061623043545758,13,19.580109956609483,3,"SKUT1,SKUT3,SKUT4",0
1,3,Austin,Bound to Learn,Domestic,1.8810050406517156,2,3.762010081303431,2,"SKUT1,SKUT4",1
1,7,Austin,Bound to Learn,Domestic,30.84711661035928,22,678.6365654279041,1,SKUT2,2
1,15,Austin,Bound to Learn,Domestic,9.245752622288197,13,120.19478408974656,2,"SKUT1,SKUT3",3
2,1,Austin,Bound to Learn,Domestic,14.518795159104535,16,232.30072254567256,3,"SKUT1,SKUT3,SKUT4",0
2,17,Austin,Bound to Learn,Domestic,37.739412806044506,1,37.739412806044506,1,SKUT4,1
2,19,Austin,Bound to Learn,Domestic,9.147012754453637,23,210.38129335243366,3,"SKUT1,SKUT2,SKUT4",2
2,6,Austin,Bound to Learn,Domestic,3.049322923906736,22,67.0851043259482,1,SKUT2,3
2,5,Austin,Bound to Learn,Domestic,11.680946276581832,14,163.53324787214564,2,"SKUT3,SKUT4",4
2,7,Austin,Bound to Learn,Domestic,15.182952940886912,13,197.37838823152984,1,SKUT3,5
3,6,Austin,Bound to Learn,Domestic,2.4086127094388634,1,2.4086127094388634,1,SKUT1,0
3,6,Austin,Bound to Learn,Domestic,14.311383715060863,1,14.311383715060863,1,SKUT1,1
3,12,Austin,Bound to Learn,Domestic,15.521593209807465,21,325.9534574059568,2,"SKUT1,SKUT2",2
3,1,Austin,Bound to Learn,Domestic,2.688546629506646,16,43.016746072106336,4,"SKUT1,SKUT2,SKUT3,SKUT4",3
3,11,Austin,Bound to Learn,Domestic,2.144113184044825,20,42.8822636808965,1,SKUT2,4
3,15,Austin,Bound to Learn,Domestic,0.2834038567237973,1,0.2834038567237973,1,SKUT4,5
4,10,Austin,Bound to Learn,Domestic,28.424851131836835,16,454.79761810938936,2,"SKUT1,SKUT3",0
