simulation,k_factor,mean_delay,total_delay_events,total_skus_affected,total_trucks_affected,total_truck_days_delay,avg_delay_duration,avg_skus_per_event,avg_trucks_per_event,domestic_events,international_events,sacramento_shelves,austin_shelves,total_shelves
40,0.6,14.0,17095,28180,549866,7582534.2972491225,13.912224818490234,1.648435214975139,32.16531149458906,10729,6366,,,
41,0.6,14.0,17335,28668,562395,7773940.644866833,13.984575894965607,1.6537640611479665,32.44274588981828,10876,6459,,,
42,0.6,14.0,17245,28536,557894,7890054.922685802,14.144729635052357,1.6547405044940562,32.35105827776167,10840,6405,,,
43,0.6,14.0,17250,28328,568187,7893520.415765343,13.995698249029667,1.6422028985507247,32.9383768115942,10894,6356,,,
44,0.6,14.0,17104,28358,563207,7910707.778418835,13.950757658079764,1.6579747427502338,32.92837932647334,10815,6289,,,
45,0.6,14.0,17109,28289,546344,7739658.694278073,13.972307942715707,1.6534572447249984,31.93313460751651,10746,6363,,,
46,0.6,14.0,17595,29201,563677,8054174.974676737,13.920756182231575,1.6596192100028417,32.036203466894,10976,6619,,,
47,0.6,14.0,17458,28916,567145,7846042.542951535,13.87924214929199,1.6563180203917975,32.48625272081567,10893,6565,,,
48,0.6,14.0,17347,28746,575607,8183349.804483444,14.086271321676975,1.6571165042946907,33.18193347552891,10888,6459,,,
49,0.6,14.0,17111,28048,544477,7624044.852249864,13.942382410959608,1.6391794751913973,31.820291040850915,10777,6334,,,
50,0.6,14.0,17459,28998,566710,7792022.203816491,13.811071162336786,1.660919869408328,32.45947648777135,11002,6457,,,
