simulation,k_factor,mean_delay,total_delay_events,total_skus_affected,total_trucks_affected,total_truck_days_delay,avg_delay_duration,avg_skus_per_event,avg_trucks_per_event,domestic_events,international_events,sacramento_shelves,austin_shelves,total_shelves
1,0.6,14.0,17255,28566,556530,7766971.4771426525,14.021683519983723,1.6555201390901189,32.25325992465952,10833,6422,,,
2,0.6,14.0,17599,28958,567297,7979162.841042099,13.99711308826821,1.6454343996818002,32.23461560315927,11063,6536,,,
3,0.6,14.0,17235,28518,564156,7995258.721908066,14.094113843403798,1.6546562228024368,32.733159268929505,10806,6429,,,
4,0.6,14.0,17315,28675,566793,8130305.189105163,14.04288034529058,1.656078544614496,32.73421888535952,10737,6578,,,
5,0.6,14.0,17234,28515,559574,7796680.10179273,13.920234947318432,1.6545781594522455,32.469188812811886,10819,6415,,,
6,0.6,14.0,17317,28823,567530,8037086.171605263,13.995819954318229,1.6644337933822255,32.77299763238436,10757,6560,,,
7,0.6,14.0,17202,28509,557466,7933724.037759894,13.991143417935781,1.6573072898500174,32.40704569236135,10836,6366,,,
8,0.6,14.0,17173,28404,560862,7790061.758549051,13.980877660221612,1.6539917312059629,32.659523670878706,10738,6435,,,
9,0.6,14.0,17232,28468,556789,7792296.011727024,13.974200289740347,1.6520427112349119,32.31133936861653,10832,6400,,,
10,0.6,14.0,17561,29150,583531,7979916.50844811,13.934984920759243,1.6599282500996526,33.22880245999659,11083,6478,,,
11,0.6,14.0,17128,28452,558251,7753967.194189573,13.975276037513426,1.6611396543671182,32.59288883699206,10745,6383,,,
12,0.6,14.0,17418,28771,563542,7768559.145139536,13.990141103768055,1.6517969916178665,32.35400160753244,10864,6554,,,
13,0.6,14.0,17173,28408,555722,7832342.081187477,14.069116664096862,1.6542246549816573,32.3602166191114,10792,6381,,,
14,0.6,14.0,17191,28483,564770,7897340.26587267,14.009828786484697,1.6568553312779943,32.852655459251935,10650,6541,,,
15,0.6,14.0,17100,28243,551660,7738152.190761222,13.935845632699504,1.651637426900585,32.26081871345029,10853,6247,,,
16,0.6,14.0,17302,28583,555080,7603286.796743027,13.9116097133118,1.652005548491504,32.08184024968212,10904,6398,,,
17,0.6,14.0,17216,28533,565961,8004236.232457844,13.95241520640278,1.657353624535316,32.87412871747212,10854,6362,,,
18,0.6,14.0,17126,28275,558640,7717797.533294696,13.889495489689045,1.6509984818404764,32.61940908560084,10852,6274,,,
19,0.6,14.0,17258,28745,563989,7781592.6264440995,13.887561988412061,1.665604357399467,32.67985861629389,10835,6423,,,
20,0.6,14.0,17243,28594,563122,7675762.085916629,13.986346417445578,1.6582961201647046,32.65800614742214,10938,6305,,,
21,0.6,14.0,17336,28727,558649,7814881.778220863,13.965580171318427,1.6570719889247807,32.224792339640054,10832,6504,,,
22,0.6,14.0,17424,29004,581858,8112563.2652649,14.089204659247718,1.6646005509641872,33.39405417814509,11003,6421,,,
23,0.6,14.0,17433,28765,563756,7795878.84365163,13.965589789182328,1.6500315493604085,32.33843859347215,10929,6504,,,
24,0.6,14.0,17213,28568,562866,7877145.144609973,14.164281439539785,1.6596758264102713,32.700052286062856,10779,6434,,,
25,0.6,14.0,17404,28840,577256,8318912.980085207,14.207337626188373,1.6570903240634336,33.16800735463112,10900,6504,,,
26,0.6,14.0,17265,28663,558513,7928045.882626111,14.001951214507894,1.660179554011005,32.34943527367506,10834,6431,,,
27,0.6,14.0,17235,28610,560732,7738476.547569158,13.94569222302051,1.6599941978532058,32.53449376269219,10900,6335,,,
28,0.6,14.0,17292,28690,567001,7997077.549318921,13.915566155522315,1.659148739301411,32.78978718482535,10845,6447,,,
29,0.6,14.0,17132,28347,549134,7750610.170733665,13.835347664459109,1.6546229278543076,32.053116974083586,10780,6352,,,
30,0.6,14.0,17390,28877,564712,7991838.981194775,14.084717457299824,1.6605520414031052,32.473375503162735,10942,6448,,,
31,0.6,14.0,17187,28395,563151,7812023.328572568,14.041905215309866,1.6521207889684064,32.766102286611975,10711,6476,,,
32,0.6,14.0,17369,28722,562161,7901942.361880413,13.92273427761559,1.653635787897979,32.36576659565893,10856,6513,,,
33,0.6,14.0,17393,28828,565933,7893627.340015563,14.004205734310844,1.6574483987811188,32.53797504743287,10880,6513,,,
34,0.6,14.0,17439,28820,571886,7943297.4498669,13.971722173403675,1.6526176959688055,32.79350880211021,10943,6496,,,
35,0.6,14.0,17123,28236,555190,7546964.592918653,13.829733240891002,1.6490101033697366,32.42364071716405,10808,6315,,,
36,0.6,14.0,16991,28073,553082,7660785.311039269,13.947500063426986,1.6522276499323172,32.551468424460005,10610,6381,,,
37,0.6,14.0,17304,28779,579697,8178808.4789229715,14.135552316100329,1.6631414701803051,33.50075127138234,10870,6434,,,
38,0.6,14.0,17257,28621,571884,7857334.631905539,13.95676519161001,1.6585153850611347,33.13924784145564,10830,6427,,,
39,0.6,14.0,17059,28343,554144,7814327.185760934,13.900445799267516,1.6614690192860073,32.48396740723372,10807,6252,,,
