Scenario,k_factor,mean_delay,num_simulations,avg_delay_events,avg_sku_impacts,avg_truck_impacts,avg_truck_days_delay,sku_multiplication,truck_multiplication,avg_delay_duration,domestic_events,international_events,timestamp
14_4_doh,0.3,5.0,50,8651.58,14337.78,281777.14,1409517.683953246,1.657244110324357,32.569442806978614,5.000293301239853,5457.64,3193.94,2025-11-16 15:59:01
