Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,16,Austin,Bound to Learn,Domestic,36.974068541475646,35,1294.0923989516475,3,"SKUT2,SKUT3,SKUT4",0
1,20,Austin,Bound to Learn,Domestic,9.84814107298642,1,9.84814107298642,1,SKUT1,1
1,8,Austin,Bound to Learn,Domestic,1.2134718740002397,23,27.909853102005513,3,"SKUT1,SKUT2,SKUT4",2
1,1,Austin,Bound to Learn,Domestic,12.106956135505426,35,423.7434647426899,4,"SKUT1,SKUT2,SKUT3,SKUT4",3
1,17,Austin,Bound to Learn,Domestic,28.889711297215207,13,375.5662468637977,2,"SKUT1,SKUT3",4
1,7,Austin,Bound to Learn,Domestic,4.051336467810432,22,89.1294022918295,1,SKUT2,5
1,18,Austin,Bound to Learn,Domestic,12.860056565160422,13,167.1807353470855,2,"SKUT1,SKUT3",6
1,4,Austin,Bound to Learn,Domestic,6.180774239559862,35,216.3270983845952,3,"SKUT1,SKUT2,SKUT3",7
1,1,Austin,Bound to Learn,Domestic,7.189933264994641,35,251.64766427481246,4,"SKUT1,SKUT2,SKUT3,SKUT4",8
2,2,Austin,Bound to Learn,Domestic,42.3645936533482,35,1482.760777867187,2,"SKUT2,SKUT3",0
2,7,Austin,Bound to Learn,Domestic,6.8785333141296015,13,89.42093308368482,1,SKUT3,1
2,7,Austin,Bound to Learn,Domestic,16.523102928758277,13,214.8003380738576,1,SKUT3,2
2,1,Austin,Bound to Learn,Domestic,4.349721256782607,16,69.59554010852172,3,"SKUT1,SKUT3,SKUT4",3
2,10,Austin,Bound to Learn,Domestic,5.935373872171681,22,130.57822518777698,1,SKUT2,4
2,4,Austin,Bound to Learn,Domestic,22.64828712390413,1,22.64828712390413,1,SKUT1,5
2,18,Austin,Bound to Learn,Domestic,4.336960885658089,22,95.41313948447795,1,SKUT2,6
2,10,Austin,Bound to Learn,Domestic,17.46122000245432,22,384.146840053995,1,SKUT2,7
2,21,Austin,Bound to Learn,Domestic,9.75745183423413,1,9.75745183423413,1,SKUT1,8
2,21,Austin,Bound to Learn,Domestic,14.071486011794603,1,14.071486011794603,1,SKUT1,9
2,10,Austin,Bound to Learn,Domestic,0.39264255081623,22,8.63813611795706,1,SKUT2,10
3,8,Austin,Bound to Learn,Domestic,4.036488218823134,35,141.2770876588097,2,"SKUT2,SKUT3",0
3,13,Austin,Bound to Learn,Domestic,11.099783377299174,16,177.59653403678678,1,SKUT3,1
3,19,Austin,Bound to Learn,Domestic,37.96348293296253,16,607.4157269274004,1,SKUT3,2
3,7,Austin,Bound to Learn,Domestic,11.08815791701694,17,188.49868458928796,2,"SKUT1,SKUT3",3
3,3,Austin,Bound to Learn,Domestic,58.488215737671375,1,58.488215737671375,1,SKUT4,4
3,21,Austin,Bound to Learn,Domestic,26.784312054689767,20,535.6862410937954,2,"SKUT2,SKUT4",5
3,6,Austin,Bound to Learn,Domestic,32.542191418412514,1,32.542191418412514,1,SKUT1,6
3,1,Austin,Bound to Learn,Domestic,0.35512359364417234,16,5.6819774983067575,4,"SKUT1,SKUT2,SKUT3,SKUT4",7
3,13,Austin,Bound to Learn,Domestic,2.484660283792173,16,39.75456454067477,1,SKUT3,8
3,10,Austin,Bound to Learn,Domestic,3.8050021884825727,16,60.88003501572116,1,SKUT3,9
3,13,Austin,Bound to Learn,Domestic,13.860087138864907,16,221.76139422183851,1,SKUT3,10
3,3,Austin,Bound to Learn,Domestic,18.371186136783617,1,18.371186136783617,1,SKUT4,11
3,6,Austin,Bound to Learn,Domestic,2.158347972997025,1,2.158347972997025,1,SKUT1,12
3,17,Austin,Bound to Learn,Domestic,37.91464793074943,20,758.2929586149886,1,SKUT2,13
4,20,Austin,Bound to Learn,Domestic,12.823723202100197,41,525.772651286108,3,"SKUT2,SKUT3,SKUT4",0
4,12,Austin,Bound to Learn,Domestic,9.372649581034555,25,234.31623952586386,1,SKUT2,1
