simulation,k_factor,mean_delay,total_delay_events,total_skus_affected,total_trucks_affected,total_truck_days_delay,avg_delay_duration,avg_skus_per_event,avg_trucks_per_event,domestic_events,international_events,sacramento_shelves,austin_shelves,total_shelves
1,0.5,14.0,14476,23963,474577,6560315.206189819,13.962454156638708,1.6553605968499585,32.783710969881184,9131,5345,,,
2,0.5,14.0,14345,23700,461683,6637729.575929131,13.991187632740651,1.6521436040432207,32.18424538166609,9003,5342,,,
3,0.5,14.0,14443,23974,473211,6564918.396462467,13.879027326367433,1.6599044519836599,32.76403794225576,9187,5256,,,
4,0.5,14.0,14293,23490,464836,6606411.123095011,14.147047830176465,1.6434618344644232,32.521933813754984,9025,5268,,,
5,0.5,14.0,14246,23598,457610,6231953.883241898,13.829495382477116,1.6564649726238945,32.12199915765829,8961,5285,,,
6,0.5,14.0,14335,23826,474801,6681407.289968439,13.962981286910074,1.6620858039762818,33.12179979072201,9132,5203,,,
7,0.5,14.0,14396,23777,466163,6485849.984378332,14.041720085425181,1.651639344262295,32.38142539594332,9067,5329,,,
8,0.5,14.0,14377,23979,467751,6523338.464496095,14.0870312497787,1.6678722960283787,32.53467343673923,9084,5293,,,
9,0.5,14.0,14223,23612,464589,6505714.682716655,14.116008286911876,1.6601279617520917,32.6646277156718,8979,5244,,,
10,0.5,14.0,14276,23523,466127,6538328.132831672,14.00014041698209,1.6477304567105633,32.651092743065284,9004,5272,,,
11,0.5,14.0,14211,23538,462942,6506973.053728117,14.022254461243785,1.6563225670255437,32.57631412286257,8992,5219,,,
12,0.5,14.0,14292,23683,463347,6345858.542497876,13.945026578368617,1.6570808844108593,32.420025188916874,9033,5259,,,
13,0.5,14.0,14298,23607,464399,6506295.820578509,13.968988328544324,1.651070079731431,32.47999720240593,8903,5395,,,
14,0.5,14.0,14439,23764,467989,6520779.033293951,14.041143099052245,1.6458203476695061,32.41145508691738,9090,5349,,,
15,0.5,14.0,14445,23835,466239,6523323.63905702,13.9527168720485,1.6500519210799585,32.276843198338526,9095,5350,,,
16,0.5,14.0,14401,23736,466374,6488974.150445348,14.11823218987769,1.648218873689327,32.384834386500934,9046,5355,,,
17,0.5,14.0,14458,23910,471688,6686140.198897382,13.998684313098531,1.6537557061834278,32.62470604509614,9024,5434,,,
18,0.5,14.0,14222,23570,463242,6440989.152119106,14.00961375477954,1.657291520180003,32.57221206581353,8893,5329,,,
19,0.5,14.0,14294,23747,471047,6419360.381960744,13.862743839185278,1.6613264306702114,32.954176577585,8984,5310,,,
20,0.5,14.0,14185,23587,468998,6440649.750868268,13.998208738188628,1.6628128304547056,33.06295382446246,9045,5140,,,
