Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,20,Austin,Bound to Learn,Domestic,82.2683327421789,1,82.2683327421789,1,SKUT1,0
1,8,Austin,Bound to Learn,Domestic,6.322819857524582,23,145.42485672306537,3,"SKUT1,SKUT2,SKUT4",1
1,6,Austin,Bound to Learn,Domestic,1.036969305278737,12,12.443631663344844,1,SKUT3,2
1,3,Austin,Bound to Learn,Domestic,2.8866431978955323,2,5.7732863957910645,2,"SKUT1,SKUT4",3
1,13,Austin,Bound to Learn,Domestic,15.073638826104352,1,15.073638826104352,1,SKUT4,4
1,7,Austin,Bound to Learn,Domestic,24.95544952199922,22,549.0198894839829,1,SKUT2,5
1,1,Austin,Bound to Learn,Domestic,10.485703240177855,35,366.99961340622497,4,"SKUT1,SKUT2,SKUT3,SKUT4",6
1,9,Austin,Bound to Learn,Domestic,12.001650775198875,12,144.0198093023865,1,SKUT3,7
1,17,Austin,Bound to Learn,Domestic,10.496929804971739,13,136.4600874646326,2,"SKUT1,SKUT3",8
2,14,Austin,Bound to Learn,Domestic,7.997414402424752,13,103.96638723152178,1,SKUT3,0
2,1,Austin,Bound to Learn,Domestic,5.943032819715052,16,95.08852511544083,3,"SKUT1,SKUT3,SKUT4",1
2,5,Austin,Bound to Learn,Domestic,21.38369558956013,14,299.37173825384184,2,"SKUT3,SKUT4",2
2,21,Austin,Bound to Learn,Domestic,20.178248625690692,1,20.178248625690692,1,SKUT1,3
2,1,Austin,Bound to Learn,Domestic,16.472630778340925,16,263.5620924534548,3,"SKUT1,SKUT3,SKUT4",4
2,4,Austin,Bound to Learn,Domestic,15.339695442700979,1,15.339695442700979,1,SKUT1,5
2,7,Austin,Bound to Learn,Domestic,6.6750122593247045,13,86.77515937122116,1,SKUT3,6
2,19,Austin,Bound to Learn,Domestic,1.7242213808325002,23,39.657091759147505,3,"SKUT1,SKUT2,SKUT4",7
2,12,Austin,Bound to Learn,Domestic,9.869357528434515,36,355.29687102364255,3,"SKUT1,SKUT2,SKUT3",8
3,17,Austin,Bound to Learn,Domestic,11.225068838544097,20,224.50137677088193,1,SKUT2,0
3,12,Austin,Bound to Learn,Domestic,13.52156268734608,21,283.9528164342677,2,"SKUT1,SKUT2",1
3,10,Austin,Bound to Learn,Domestic,0.10532538012267843,16,1.685206081962855,1,SKUT3,2
3,4,Austin,Bound to Learn,Domestic,20.21591645698897,1,20.21591645698897,1,SKUT1,3
3,11,Austin,Bound to Learn,Domestic,20.09505032035649,20,401.9010064071298,1,SKUT2,4
3,1,Austin,Bound to Learn,Domestic,16.201340001214263,16,259.2214400194282,4,"SKUT1,SKUT2,SKUT3,SKUT4",5
3,21,Austin,Bound to Learn,Domestic,8.209870494666488,20,164.19740989332976,2,"SKUT2,SKUT4",6
3,12,Austin,Bound to Learn,Domestic,0.2950128057804478,21,6.195268921389404,2,"SKUT1,SKUT2",7
4,9,Austin,Bound to Learn,Domestic,4.441622527162438,25,111.04056317906095,1,SKUT2,0
4,10,Austin,Bound to Learn,Domestic,51.51533299762319,16,824.245327961971,2,"SKUT1,SKUT3",1
