Scenario,k_factor,mean_delay,num_simulations,avg_delay_events,avg_sku_impacts,multiplication_factor,avg_delay_duration,domestic_events,international_events,timestamp
14_4_doh,0.15,10.0,50,4319.6,7148.38,1.654870821372349,10.00546721795837,2715.9,1603.7,2025-11-15 11:03:07
