Month,Day,Facility,Supplier,Supplier_Type,Weight_lbs,Volume_cuft,Trucks_Needed,Weight_Utilization_Pct,Volume_Utilization_Pct,Binding_Constraint,Num_SKUs,SKUs_Delivered
38,14,Austin,The Write Stuff,International,79692.85714,1475.793651,2,88.54761905,20.49713404,weight,1,SKUW2
38,14,Austin,Canvas & Co.,Domestic,22916.19048,572.9047619,1,50.92486772,15.91402116,weight,1,SKUA3
38,14,Austin,Bound to Learn,Domestic,1189597.619,57677.46032,27,97.90926906,59.33895094,weight,1,SKUT2
38,14,Austin,Form & Function,Domestic,762717.8571,323004.9524,90,18.83253968,99.69288654,volume,2,"SKUD2,SKUC2"
38,15,Columbus,The Write Stuff,International,54641.66667,1011.882716,2,60.71296296,14.05392661,weight,1,SKUW3
38,15,Columbus,Form & Function,Domestic,97491.42857,8124.285714,3,72.21587302,75.22486772,volume,1,SKUD1
38,15,Columbus,VoltEdge,International,1543278.095,194803.8095,55,62.35467051,98.38576239,volume,2,"SKUE2,SKUE3"
38,15,Sacramento,Canvas & Co.,Domestic,14781.71429,498.9969136,1,32.84825397,13.86102538,weight,1,SKUA2
38,15,Sacramento,Bound to Learn,Domestic,942028.5714,44155.56548,21,99.68556311,58.40683264,weight,3,"SKUT1,SKUT3,SKUT4"
38,15,Sacramento,Form & Function,Domestic,239176.9048,293013.3333,82,6.481758937,99.25925926,volume,2,"SKUD2,SKUD3"
38,15,Austin,The Write Stuff,International,105352.8571,2069.775132,3,78.03915344,19.16458456,weight,2,"SKUW1,SKUW2"
38,15,Austin,Canvas & Co.,Domestic,29407.2381,631.5984072,1,65.34941799,17.5444002,weight,2,"SKUA1,SKUA3"
38,15,Austin,Bound to Learn,Domestic,1189597.619,57677.46032,27,97.90926906,59.33895094,weight,1,SKUT2
38,15,Austin,Form & Function,Domestic,820134.2857,272790.0529,76,23.98053467,99.70396671,volume,2,"SKUC1,SKUC2"
38,15,Austin,VoltEdge,International,72212.85714,1392.994929,2,80.23650794,19.3471518,weight,1,SKUE1
38,16,Columbus,The Write Stuff,International,54641.66667,1011.882716,2,60.71296296,14.05392661,weight,1,SKUW3
38,16,Columbus,Canvas & Co.,Domestic,6491.047619,58.69364528,1,14.42455026,1.630379036,weight,1,SKUA1
38,16,Columbus,Bound to Learn,Domestic,40715.47619,1187.534722,1,90.47883598,32.98707562,weight,1,SKUT1
38,16,Columbus,Form & Function,Domestic,614714.2857,196708.5714,55,24.83694084,99.34776335,volume,1,SKUC2
38,16,Columbus,VoltEdge,International,1483814.762,175128.614,49,67.29318648,99.27925962,volume,2,"SKUE1,SKUE2"
38,16,Sacramento,The Write Stuff,International,25660,593.9814815,1,57.02222222,16.4994856,weight,1,SKUW1
38,16,Sacramento,Bound to Learn,Domestic,1227489.286,58782.63393,28,97.41978458,58.31610509,weight,2,"SKUT2,SKUT4"
38,16,Sacramento,Form & Function,Domestic,188664.7619,174841.2381,49,8.55622503,99.11634813,volume,2,"SKUD1,SKUD3"
38,16,Austin,The Write Stuff,International,79692.85714,1475.793651,2,88.54761905,20.49713404,weight,1,SKUW2
38,16,Austin,Canvas & Co.,Domestic,37697.90476,1071.901675,1,83.77312169,29.77504654,weight,2,"SKUA2,SKUA3"
38,16,Austin,Bound to Learn,Domestic,863421.4286,41862.85714,20,95.93571429,58.14285714,weight,1,SKUT3
38,16,Austin,Form & Function,Domestic,353423.5714,202377.8624,57,13.77869674,98.6246893,volume,2,"SKUD2,SKUC1"
38,16,Austin,VoltEdge,International,131676.1905,21068.19048,6,48.76895944,97.53791887,volume,1,SKUE3
38,17,Columbus,Canvas & Co.,Domestic,6491.047619,58.69364528,1,14.42455026,1.630379036,weight,1,SKUA1
38,17,Columbus,Bound to Learn,Domestic,1227489.286,58782.63393,28,97.41978458,58.31610509,weight,2,"SKUT2,SKUT4"
38,17,Columbus,Form & Function,Domestic,91173.33333,166716.9524,47,4.310795902,98.53247777,volume,1,SKUD3
38,17,Sacramento,The Write Stuff,International,105352.8571,2069.775132,3,78.03915344,19.16458456,weight,2,"SKUW1,SKUW2"
38,17,Sacramento,Canvas & Co.,Domestic,37697.90476,1071.901675,1,83.77312169,29.77504654,weight,2,"SKUA2,SKUA3"
38,17,Sacramento,Form & Function,Domestic,860209.2857,331129.2381,92,20.77800207,99.97863469,volume,3,"SKUD1,SKUD2,SKUC2"
38,17,Sacramento,VoltEdge,International,1411601.905,173735.619,49,64.01822697,98.48957996,volume,1,SKUE2
38,17,Austin,The Write Stuff,International,54641.66667,1011.882716,2,60.71296296,14.05392661,weight,1,SKUW3
38,17,Austin,Bound to Learn,Domestic,904136.9048,43050.39187,21,95.67586294,56.94496278,weight,2,"SKUT1,SKUT3"
38,17,Austin,Form & Function,Domestic,205420,76081.48148,22,20.74949495,96.06247662,volume,1,SKUC1
38,17,Austin,VoltEdge,International,203889.0476,22461.18541,7,64.72668178,89.13168812,volume,2,"SKUE1,SKUE3"
38,18,Columbus,The Write Stuff,International,54641.66667,1011.882716,2,60.71296296,14.05392661,weight,1,SKUW3
38,18,Columbus,Bound to Learn,Domestic,904136.9048,43050.39187,21,95.67586294,56.94496278,weight,2,"SKUT1,SKUT3"
38,18,Columbus,Form & Function,Domestic,91173.33333,166716.9524,47,4.310795902,98.53247777,volume,1,SKUD3
38,18,Columbus,VoltEdge,International,131676.1905,21068.19048,6,48.76895944,97.53791887,volume,1,SKUE3
38,18,Sacramento,The Write Stuff,International,79692.85714,1475.793651,2,88.54761905,20.49713404,weight,1,SKUW2
38,18,Sacramento,Canvas & Co.,Domestic,21272.7619,557.6905589,1,47.27280423,15.49140441,weight,2,"SKUA1,SKUA2"
38,18,Sacramento,Bound to Learn,Domestic,37891.66667,1105.173611,1,84.2037037,30.69926698,weight,1,SKUT4
38,18,Sacramento,Form & Function,Domestic,245495,134420.6667,38,14.35643275,98.26072125,volume,2,"SKUD1,SKUD2"
38,18,Austin,The Write Stuff,International,25660,593.9814815,1,57.02222222,16.4994856,weight,1,SKUW1
38,18,Austin,Canvas & Co.,Domestic,22916.19048,572.9047619,1,50.92486772,15.91402116,weight,1,SKUA3
38,18,Austin,Bound to Learn,Domestic,1189597.619,57677.46032,27,97.90926906,59.33895094,weight,1,SKUT2
38,18,Austin,Form & Function,Domestic,820134.2857,272790.0529,76,23.98053467,99.70396671,volume,2,"SKUC1,SKUC2"
38,18,Austin,VoltEdge,International,1483814.762,175128.614,49,67.29318648,99.27925962,volume,2,"SKUE1,SKUE2"
38,19,Columbus,The Write Stuff,International,79692.85714,1475.793651,2,88.54761905,20.49713404,weight,1,SKUW2
38,19,Columbus,Canvas & Co.,Domestic,14781.71429,498.9969136,1,32.84825397,13.86102538,weight,1,SKUA2
38,19,Columbus,Bound to Learn,Domestic,37891.66667,1105.173611,1,84.2037037,30.69926698,weight,1,SKUT4
38,19,Columbus,Form & Function,Domestic,853891.1905,489721.9048,137,13.85062758,99.2947901,volume,3,"SKUD2,SKUD3,SKUC2"
38,19,Columbus,VoltEdge,International,1411601.905,173735.619,49,64.01822697,98.48957996,volume,1,SKUE2
38,19,Sacramento,The Write Stuff,International,80301.66667,1605.864198,2,89.22407407,22.30366941,weight,2,"SKUW1,SKUW3"
38,19,Sacramento,Bound to Learn,Domestic,40715.47619,1187.534722,1,90.47883598,32.98707562,weight,1,SKUT1
38,19,Sacramento,VoltEdge,International,72212.85714,1392.994929,2,80.23650794,19.3471518,weight,1,SKUE1
38,19,Austin,Canvas & Co.,Domestic,29407.2381,631.5984072,1,65.34941799,17.5444002,weight,2,"SKUA1,SKUA3"
38,19,Austin,Bound to Learn,Domestic,2053019.048,99540.31746,46,99.17966414,60.10888736,weight,2,"SKUT2,SKUT3"
38,19,Austin,Form & Function,Domestic,302911.4286,84205.7672,24,28.0473545,97.4603787,volume,2,"SKUD1,SKUC1"
38,19,Austin,VoltEdge,International,131676.1905,21068.19048,6,48.76895944,97.53791887,volume,1,SKUE3
38,20,Columbus,The Write Stuff,International,79692.85714,1475.793651,2,88.54761905,20.49713404,weight,1,SKUW2
38,20,Columbus,Canvas & Co.,Domestic,6491.047619,58.69364528,1,14.42455026,1.630379036,weight,1,SKUA1
38,20,Columbus,Bound to Learn,Domestic,37891.66667,1105.173611,1,84.2037037,30.69926698,weight,1,SKUT4
38,20,Columbus,Form & Function,Domestic,148003.5714,126296.381,36,9.136022928,97.45091123,volume,1,SKUD2
38,20,Sacramento,The Write Stuff,International,80301.66667,1605.864198,2,89.22407407,22.30366941,weight,2,"SKUW1,SKUW3"
38,20,Sacramento,Canvas & Co.,Domestic,22916.19048,572.9047619,1,50.92486772,15.91402116,weight,1,SKUA3
38,20,Sacramento,Bound to Learn,Domestic,1230313.095,58864.99504,28,97.64389645,58.39781254,weight,2,"SKUT1,SKUT2"
38,20,Sacramento,Form & Function,Domestic,1008799.048,447631.291,125,17.93420529,99.47362022,volume,4,"SKUD1,SKUD3,SKUC1,SKUC2"
38,20,Sacramento,VoltEdge,International,1615490.952,196196.8045,55,65.27236171,99.08929518,volume,3,"SKUE1,SKUE2,SKUE3"
38,20,Austin,Canvas & Co.,Domestic,14781.71429,498.9969136,1,32.84825397,13.86102538,weight,1,SKUA2
38,20,Austin,Bound to Learn,Domestic,863421.4286,41862.85714,20,95.93571429,58.14285714,weight,1,SKUT3
38,21,Columbus,The Write Stuff,International,80301.66667,1605.864198,2,89.22407407,22.30366941,weight,2,"SKUW1,SKUW3"
38,21,Columbus,Canvas & Co.,Domestic,14781.71429,498.9969136,1,32.84825397,13.86102538,weight,1,SKUA2
38,21,Columbus,Form & Function,Domestic,296593.3333,242798.4339,68,9.692592593,99.18236677,volume,2,"SKUD3,SKUC1"
38,21,Sacramento,Canvas & Co.,Domestic,6491.047619,58.69364528,1,14.42455026,1.630379036,weight,1,SKUA1
38,21,Sacramento,Bound to Learn,Domestic,1230313.095,58864.99504,28,97.64389645,58.39781254,weight,2,"SKUT1,SKUT2"
38,21,Sacramento,VoltEdge,International,72212.85714,1392.994929,2,80.23650794,19.3471518,weight,1,SKUE1
38,21,Austin,The Write Stuff,International,79692.85714,1475.793651,2,88.54761905,20.49713404,weight,1,SKUW2
38,21,Austin,Canvas & Co.,Domestic,22916.19048,572.9047619,1,50.92486772,15.91402116,weight,1,SKUA3
38,21,Austin,Bound to Learn,Domestic,901313.0952,42968.03075,21,95.37704712,56.83601952,weight,2,"SKUT3,SKUT4"
38,21,Austin,Form & Function,Domestic,860209.2857,331129.2381,92,20.77800207,99.97863469,volume,3,"SKUD1,SKUD2,SKUC2"
38,21,Austin,VoltEdge,International,1543278.095,194803.8095,55,62.35467051,98.38576239,volume,2,"SKUE2,SKUE3"
39,1,Columbus,The Write Stuff,International,93407.61905,1762.240961,3,69.19082892,16.31704594,weight,2,"SKUW1,SKUW3"
39,1,Columbus,Canvas & Co.,Domestic,25564.28571,633.0529376,1,56.80952381,17.58480382,weight,3,"SKUA1,SKUA2,SKUA3"
39,1,Columbus,Bound to Learn,Domestic,2826685.714,135894.8214,63,99.70672714,59.9183516,weight,4,"SKUT1,SKUT2,SKUT3,SKUT4"
39,1,Columbus,Form & Function,Domestic,280060,157483.9921,44,14.14444444,99.42171216,volume,4,"SKUD1,SKUD2,SKUD3,SKUC1"
39,1,Columbus,VoltEdge,International,1494915.238,181451.2791,51,65.13791887,98.82967271,volume,3,"SKUE1,SKUE2,SKUE3"
39,1,Sacramento,The Write Stuff,International,58825.71429,1251.455026,2,65.36190476,17.38131981,weight,2,"SKUW1,SKUW3"
39,1,Sacramento,Canvas & Co.,Domestic,31895.80952,786.7020227,1,70.87957672,21.85283396,weight,2,"SKUA1,SKUA3"
39,1,Sacramento,Bound to Learn,Domestic,409029.7619,18824.64782,10,90.89550265,52.29068838,weight,4,"SKUT1,SKUT2,SKUT3,SKUT4"
39,1,Sacramento,Form & Function,Domestic,370676.9048,129047.1111,36,22.88129042,99.5733882,volume,4,"SKUD2,SKUD3,SKUC1,SKUC2"
39,1,Sacramento,VoltEdge,International,210993.3333,28488.23148,8,58.60925926,98.91747042,volume,3,"SKUE1,SKUE2,SKUE3"
39,1,Austin,The Write Stuff,International,30827.85714,603.3564815,1,68.50634921,16.75990226,weight,2,"SKUW1,SKUW3"
39,1,Austin,Canvas & Co.,Domestic,4824.857143,109.9282132,1,10.72190476,3.053561477,weight,2,"SKUA1,SKUA3"
39,1,Austin,Bound to Learn,Domestic,368029.7619,17628.81448,9,90.87154615,54.40992125,weight,4,"SKUT1,SKUT2,SKUT3,SKUT4"
39,1,Austin,Form & Function,Domestic,357237.619,281518.9418,79,10.04887817,98.98696969,volume,3,"SKUD2,SKUD3,SKUC1"
39,1,Austin,VoltEdge,International,156258.5714,8156.478175,4,86.81031746,56.64220955,weight,3,"SKUE1,SKUE2,SKUE3"
39,2,Columbus,Canvas & Co.,Domestic,41050.38095,1148.68739,1,91.22306878,31.90798305,weight,2,"SKUA2,SKUA3"
39,2,Columbus,Bound to Learn,Domestic,1477954.762,71658.4127,33,99.52557319,60.31852921,weight,1,SKUT2
39,2,Columbus,Form & Function,Domestic,193724.0476,184154.8333,52,8.278805454,98.3733084,volume,2,"SKUD1,SKUD3"
39,2,Columbus,VoltEdge,International,136990.4762,21918.47619,7,43.48904006,86.97808012,volume,1,SKUE3
39,2,Sacramento,The Write Stuff,International,27997.85714,648.098545,1,62.21746032,18.00273736,weight,1,SKUW1
39,2,Sacramento,Form & Function,Domestic,545761.9048,174643.8095,49,24.75110679,99.00442717,volume,1,SKUC2
39,2,Sacramento,VoltEdge,International,1503168.095,176468.2467,50,66.8074709,98.03791483,volume,2,"SKUE1,SKUE2"
39,2,Austin,The Write Stuff,International,119678.5714,2216.269841,3,88.65079365,20.52101705,weight,2,"SKUW2,SKUW3"
39,2,Austin,Canvas & Co.,Domestic,7161.142857,64.75281085,1,15.91365079,1.79868919,weight,1,SKUA1
39,2,Austin,Bound to Learn,Domestic,1021701.19,47803.42758,23,98.71509087,57.73360819,weight,3,"SKUT1,SKUT3,SKUT4"
39,2,Austin,Form & Function,Domestic,380100.7143,213658.8783,60,14.07780423,98.91614736,volume,2,"SKUD2,SKUC1"
39,3,Columbus,The Write Stuff,International,70394.04762,1303.593474,2,78.21560847,18.10546492,weight,1,SKUW2
39,3,Columbus,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,3,Columbus,Bound to Learn,Domestic,1567694.048,74275.80853,35,99.53613001,58.94905439,weight,3,"SKUT1,SKUT2,SKUT4"
39,3,Columbus,VoltEdge,International,219246.1905,23505.19907,7,69.60196523,93.2745995,volume,2,"SKUE1,SKUE3"
39,3,Sacramento,Canvas & Co.,Domestic,21541.71429,550.2080578,1,47.87047619,15.28355716,weight,2,"SKUA1,SKUA2"
39,3,Sacramento,Form & Function,Domestic,968647.381,443683.4974,124,17.35927206,99.39146446,volume,4,"SKUD1,SKUD3,SKUC1,SKUC2"
39,3,Austin,The Write Stuff,International,90577.61905,1806.983025,3,67.09453263,16.7313243,weight,2,"SKUW1,SKUW3"
39,3,Austin,Bound to Learn,Domestic,931961.9048,45186.03175,21,98.62030738,59.76988326,weight,1,SKUT3
39,3,Austin,Form & Function,Domestic,150903.5714,128771.0476,36,9.315035273,99.36037625,volume,1,SKUD2
39,3,Austin,VoltEdge,International,1420912.381,174881.5238,49,64.44047079,99.13918583,volume,1,SKUE2
39,4,Columbus,The Write Stuff,International,70394.04762,1303.593474,2,78.21560847,18.10546492,weight,1,SKUW2
39,4,Columbus,Canvas & Co.,Domestic,7161.142857,64.75281085,1,15.91365079,1.79868919,weight,1,SKUA1
39,4,Columbus,Bound to Learn,Domestic,2409916.667,116844.4444,54,99.17352538,60.1051669,weight,2,"SKUT2,SKUT3"
39,4,Columbus,Form & Function,Domestic,380100.7143,213658.8783,60,14.07780423,98.91614736,volume,2,"SKUD2,SKUC1"
39,4,Columbus,VoltEdge,International,136990.4762,21918.47619,7,43.48904006,86.97808012,volume,1,SKUE3
39,4,Sacramento,The Write Stuff,International,27997.85714,648.098545,1,62.21746032,18.00273736,weight,1,SKUW1
39,4,Sacramento,Canvas & Co.,Domestic,14380.57143,485.4552469,1,31.9568254,13.48486797,weight,1,SKUA2
39,4,Sacramento,Bound to Learn,Domestic,89739.28571,2617.395833,2,99.71031746,36.35271991,weight,2,"SKUT1,SKUT4"
39,4,Sacramento,Form & Function,Domestic,643217.619,182765.119,51,28.02691151,99.54527181,volume,2,"SKUD1,SKUC2"
39,4,Sacramento,VoltEdge,International,82255.71429,1586.722884,2,91.3952381,22.03781783,weight,1,SKUE1
39,4,Austin,The Write Stuff,International,62579.7619,1158.88448,2,69.53306878,16.09561777,weight,1,SKUW3
39,4,Austin,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,4,Austin,Form & Function,Domestic,96268.33333,176033.5238,49,4.365910809,99.79224706,volume,1,SKUD3
39,4,Austin,VoltEdge,International,1420912.381,174881.5238,49,64.44047079,99.13918583,volume,1,SKUE2
39,5,Columbus,The Write Stuff,International,70394.04762,1303.593474,2,78.21560847,18.10546492,weight,1,SKUW2
39,5,Columbus,Canvas & Co.,Domestic,7161.142857,64.75281085,1,15.91365079,1.79868919,weight,1,SKUA1
39,5,Columbus,Form & Function,Domestic,229197.1429,84887.83069,24,21.22195767,98.24980404,volume,1,SKUC1
39,5,Columbus,VoltEdge,International,219246.1905,23505.19907,7,69.60196523,93.2745995,volume,2,"SKUE1,SKUE3"
39,5,Sacramento,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,5,Sacramento,Bound to Learn,Domestic,1021701.19,47803.42758,23,98.71509087,57.73360819,weight,3,"SKUT1,SKUT3,SKUT4"
39,5,Sacramento,Form & Function,Domestic,150903.5714,128771.0476,36,9.315035273,99.36037625,volume,1,SKUD2
39,5,Austin,The Write Stuff,International,90577.61905,1806.983025,3,67.09453263,16.7313243,weight,2,"SKUW1,SKUW3"
39,5,Austin,Canvas & Co.,Domestic,14380.57143,485.4552469,1,31.9568254,13.48486797,weight,1,SKUA2
39,5,Austin,Bound to Learn,Domestic,1477954.762,71658.4127,33,99.52557319,60.31852921,weight,1,SKUT2
39,5,Austin,Form & Function,Domestic,739485.9524,358798.6429,100,16.43302116,99.66628968,volume,3,"SKUD1,SKUD3,SKUC2"
39,5,Austin,VoltEdge,International,1420912.381,174881.5238,49,64.44047079,99.13918583,volume,1,SKUE2
39,6,Columbus,The Write Stuff,International,27997.85714,648.098545,1,62.21746032,18.00273736,weight,1,SKUW1
39,6,Columbus,Canvas & Co.,Domestic,41451.52381,1162.229056,1,92.11449735,32.28414046,weight,2,"SKUA2,SKUA3"
39,6,Columbus,Bound to Learn,Domestic,972961.9048,46381.86508,22,98.27898028,58.56296096,weight,2,"SKUT3,SKUT4"
39,6,Columbus,Form & Function,Domestic,326652.8571,93009.14021,26,27.91904762,99.36873954,volume,2,"SKUD1,SKUC1"
39,6,Columbus,VoltEdge,International,1503168.095,176468.2467,50,66.8074709,98.03791483,volume,2,"SKUE1,SKUE2"
39,6,Sacramento,The Write Stuff,International,70394.04762,1303.593474,2,78.21560847,18.10546492,weight,1,SKUW2
39,6,Sacramento,Canvas & Co.,Domestic,7161.142857,64.75281085,1,15.91365079,1.79868919,weight,1,SKUA1
39,6,Sacramento,Bound to Learn,Domestic,1477954.762,71658.4127,33,99.52557319,60.31852921,weight,1,SKUT2
39,6,Sacramento,Form & Function,Domestic,96268.33333,176033.5238,49,4.365910809,99.79224706,volume,1,SKUD3
39,6,Austin,The Write Stuff,International,62579.7619,1158.88448,2,69.53306878,16.09561777,weight,1,SKUW3
39,6,Austin,Bound to Learn,Domestic,48739.28571,1421.5625,2,54.1547619,19.74392361,weight,1,SKUT1
39,6,Austin,Form & Function,Domestic,696665.4762,303414.8571,85,18.2134765,99.15518207,volume,2,"SKUD2,SKUC2"
39,6,Austin,VoltEdge,International,136990.4762,21918.47619,7,43.48904006,86.97808012,volume,1,SKUE3
39,7,Columbus,The Write Stuff,International,98391.90476,1951.692019,3,72.88289242,18.0712224,weight,2,"SKUW1,SKUW2"
39,7,Columbus,Canvas & Co.,Domestic,7161.142857,64.75281085,1,15.91365079,1.79868919,weight,1,SKUA1
39,7,Columbus,Bound to Learn,Domestic,931961.9048,45186.03175,21,98.62030738,59.76988326,weight,1,SKUT3
39,7,Columbus,Form & Function,Domestic,150903.5714,128771.0476,36,9.315035273,99.36037625,volume,1,SKUD2
39,7,Sacramento,The Write Stuff,International,62579.7619,1158.88448,2,69.53306878,16.09561777,weight,1,SKUW3
39,7,Sacramento,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,7,Sacramento,Bound to Learn,Domestic,1477954.762,71658.4127,33,99.52557319,60.31852921,weight,1,SKUT2
39,7,Sacramento,Form & Function,Domestic,872414.7619,267652.9497,75,25.84932628,99.13072212,volume,3,"SKUD1,SKUC1,SKUC2"
39,7,Austin,Canvas & Co.,Domestic,14380.57143,485.4552469,1,31.9568254,13.48486797,weight,1,SKUA2
39,7,Austin,Bound to Learn,Domestic,89739.28571,2617.395833,2,99.71031746,36.35271991,weight,2,"SKUT1,SKUT4"
39,7,Austin,Form & Function,Domestic,96268.33333,176033.5238,49,4.365910809,99.79224706,volume,1,SKUD3
39,7,Austin,VoltEdge,International,1640158.571,198386.7229,56,65.0856576,98.40611254,volume,3,"SKUE1,SKUE2,SKUE3"
39,8,Columbus,The Write Stuff,International,132973.8095,2462.477954,3,98.49911817,22.8007218,weight,2,"SKUW2,SKUW3"
39,8,Columbus,Canvas & Co.,Domestic,14380.57143,485.4552469,1,31.9568254,13.48486797,weight,1,SKUA2
39,8,Columbus,Form & Function,Domestic,97455.71429,8121.309524,3,72.18941799,75.19731041,volume,1,SKUD1
39,8,Columbus,VoltEdge,International,1420912.381,174881.5238,49,64.44047079,99.13918583,volume,1,SKUE2
39,8,Sacramento,Canvas & Co.,Domestic,34232.09524,741.5266204,1,76.07132275,20.59796168,weight,2,"SKUA1,SKUA3"
39,8,Sacramento,Bound to Learn,Domestic,2458655.952,118266.0069,55,99.33963444,59.73030654,weight,3,"SKUT1,SKUT2,SKUT3"
39,8,Sacramento,Form & Function,Domestic,476369.0476,389692.4021,109,9.711907189,99.30999035,volume,3,"SKUD2,SKUD3,SKUC1"
39,8,Sacramento,VoltEdge,International,136990.4762,21918.47619,7,43.48904006,86.97808012,volume,1,SKUE3
39,8,Austin,The Write Stuff,International,27997.85714,648.098545,1,62.21746032,18.00273736,weight,1,SKUW1
39,8,Austin,Bound to Learn,Domestic,41000,1195.833333,1,91.11111111,33.21759259,weight,1,SKUT4
39,8,Austin,Form & Function,Domestic,545761.9048,174643.8095,49,24.75110679,99.00442717,volume,1,SKUC2
39,8,Austin,VoltEdge,International,82255.71429,1586.722884,2,91.3952381,22.03781783,weight,1,SKUE1
39,9,Columbus,Canvas & Co.,Domestic,7161.142857,64.75281085,1,15.91365079,1.79868919,weight,1,SKUA1
39,9,Columbus,Bound to Learn,Domestic,931961.9048,45186.03175,21,98.62030738,59.76988326,weight,1,SKUT3
39,9,Sacramento,The Write Stuff,International,90577.61905,1806.983025,3,67.09453263,16.7313243,weight,2,"SKUW1,SKUW3"
39,9,Sacramento,Canvas & Co.,Domestic,14380.57143,485.4552469,1,31.9568254,13.48486797,weight,1,SKUA2
39,9,Sacramento,Bound to Learn,Domestic,41000,1195.833333,1,91.11111111,33.21759259,weight,1,SKUT4
39,9,Sacramento,Form & Function,Domestic,193724.0476,184154.8333,52,8.278805454,98.3733084,volume,2,"SKUD1,SKUD3"
39,9,Sacramento,VoltEdge,International,1557902.857,196800,55,62.94556999,99.39393939,volume,2,"SKUE2,SKUE3"
39,9,Austin,The Write Stuff,International,70394.04762,1303.593474,2,78.21560847,18.10546492,weight,1,SKUW2
39,9,Austin,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,9,Austin,Bound to Learn,Domestic,1526694.048,73079.9752,34,99.78392468,59.70586209,weight,2,"SKUT1,SKUT2"
39,9,Austin,Form & Function,Domestic,925862.619,388302.6878,108,19.05067117,99.87209049,volume,3,"SKUD2,SKUC1,SKUC2"
39,9,Austin,VoltEdge,International,82255.71429,1586.722884,2,91.3952381,22.03781783,weight,1,SKUE1
39,10,Columbus,The Write Stuff,International,27997.85714,648.098545,1,62.21746032,18.00273736,weight,1,SKUW1
39,10,Columbus,Canvas & Co.,Domestic,21541.71429,550.2080578,1,47.87047619,15.28355716,weight,2,"SKUA1,SKUA2"
39,10,Columbus,Bound to Learn,Domestic,1477954.762,71658.4127,33,99.52557319,60.31852921,weight,1,SKUT2
39,10,Columbus,Form & Function,Domestic,96268.33333,176033.5238,49,4.365910809,99.79224706,volume,1,SKUD3
39,10,Columbus,VoltEdge,International,1503168.095,176468.2467,50,66.8074709,98.03791483,volume,2,"SKUE1,SKUE2"
39,10,Sacramento,The Write Stuff,International,132973.8095,2462.477954,3,98.49911817,22.8007218,weight,2,"SKUW2,SKUW3"
39,10,Sacramento,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,10,Sacramento,Bound to Learn,Domestic,931961.9048,45186.03175,21,98.62030738,59.76988326,weight,1,SKUT3
39,10,Sacramento,Form & Function,Domestic,380100.7143,213658.8783,60,14.07780423,98.91614736,volume,2,"SKUD2,SKUC1"
39,10,Austin,Bound to Learn,Domestic,89739.28571,2617.395833,2,99.71031746,36.35271991,weight,2,"SKUT1,SKUT4"
39,10,Austin,Form & Function,Domestic,643217.619,182765.119,51,28.02691151,99.54527181,volume,2,"SKUD1,SKUC2"
39,10,Austin,VoltEdge,International,136990.4762,21918.47619,7,43.48904006,86.97808012,volume,1,SKUE3
39,11,Columbus,Canvas & Co.,Domestic,27070.95238,676.7738095,1,60.15767196,18.79927249,weight,1,SKUA3
39,11,Columbus,Bound to Learn,Domestic,1477954.762,71658.4127,33,99.52557319,60.31852921,weight,1,SKUT2
39,11,Columbus,Form & Function,Domestic,968683.0952,443686.4735,124,17.3599121,99.39213117,volume,4,"SKUD1,SKUD3,SKUC1,SKUC2"
39,11,Sacramento,The Write Stuff,International,90577.61905,1806.983025,3,67.09453263,16.7313243,weight,2,"SKUW1,SKUW3"
39,11,Sacramento,Canvas & Co.,Domestic,21541.71429,550.2080578,1,47.87047619,15.28355716,weight,2,"SKUA1,SKUA2"
39,11,Sacramento,Bound to Learn,Domestic,972961.9048,46381.86508,22,98.27898028,58.56296096,weight,2,"SKUT3,SKUT4"
39,11,Sacramento,VoltEdge,International,219246.1905,23505.19907,7,69.60196523,93.2745995,volume,2,"SKUE1,SKUE3"
39,11,Austin,The Write Stuff,International,70394.04762,1303.593474,2,78.21560847,18.10546492,weight,1,SKUW2
39,11,Austin,Bound to Learn,Domestic,48739.28571,1421.5625,2,54.1547619,19.74392361,weight,1,SKUT1
39,11,Austin,Form & Function,Domestic,150903.5714,128771.0476,36,9.315035273,99.36037625,volume,1,SKUD2
39,11,Austin,VoltEdge,International,1420912.381,174881.5238,49,64.44047079,99.13918583,volume,1,SKUE2
39,12,Columbus,Form & Function,Domestic,97455.71429,8121.309524,3,72.18941799,75.19731041,volume,1,SKUD1
39,12,Columbus,VoltEdge,International,1640158.571,198386.7229,56,65.0856576,98.40611254,volume,3,"SKUE1,SKUE2,SKUE3"
39,12,Sacramento,Canvas & Co.,Domestic,41451.52381,1162.229056,1,92.11449735,32.28414046,weight,2,"SKUA2,SKUA3"
39,12,Sacramento,Bound to Learn,Domestic,2499655.952,119461.8403,56,99.19269652,59.25686522,weight,4,"SKUT1,SKUT2,SKUT3,SKUT4"
