SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,275,3007.540059052611,38.06283382543843
SKUA1,Columbus,161,1692.0664684326114,23.100553903605096
SKUA1,Sacramento,296,3071.6382785546666,40.59698565462222
SKUA2,Austin,246,2543.7321486111773,34.19776790509314
SKUA2,Columbus,136,1266.2562953514666,19.552135794595554
SKUA2,Sacramento,252,2625.5865391295797,36.87988782607984
SKUA3,Austin,240,2211.26782210054,31.42723185083783
SKUA3,Columbus,151,1595.1847548665837,22.293206290554863
SKUA3,Sacramento,278,2875.891643056847,38.96576369214039
SKUC1,Austin,274,2838.67171298879,38.655597608239916
SKUC1,Columbus,163,1734.801707783376,24.4566808981948
SKUC1,Sacramento,344,3597.2757753770074,48.977298128141726
SKUC2,Austin,271,2627.758525596806,36.89798771330672
SKUC2,Columbus,183,1753.0744390047394,24.60895365837283
SKUC2,Sacramento,342,3378.7892280275105,47.15657690022926
SKUD1,Austin,228,2262.0878797302753,30.850732331085627
SKUD1,Columbus,200,2160.254872561927,29.00212393801606
SKUD1,Sacramento,241,2490.9874531978444,34.7582287766487
SKUD2,Austin,200,1933.6111743165816,28.11342645263818
SKUD2,Columbus,191,2068.3555060469957,28.236295883724964
SKUD2,Sacramento,259,2660.401879890849,36.17001566575708
SKUD3,Austin,215,2287.520967376528,31.062674728137733
SKUD3,Columbus,178,1671.4095633804272,24.928413028170226
SKUD3,Sacramento,242,2330.1817356626807,33.41818113052234
SKUE1,Austin,896,9027.677238604687,124.23064365503906
SKUE1,Columbus,879,9130.327470704788,127.08606225587323
SKUE1,Sacramento,807,7940.898065981291,111.1741505498441
SKUE2,Austin,907,9308.763990137446,126.57303325114539
SKUE2,Columbus,920,8602.484631605017,122.6873719300418
SKUE2,Sacramento,819,8001.782596855401,111.68152164046167
SKUE3,Austin,882,9174.967322798257,125.4580610233188
SKUE3,Columbus,894,9166.561903843076,127.38801586535897
SKUE3,Sacramento,819,8271.030557102034,113.92525464251695
SKUT1,Austin,214,2444.827403318999,31.373561694324994
SKUT1,Columbus,208,2077.987384719148,29.316561539326234
SKUT1,Sacramento,133,1366.013424696404,18.383445205803365
SKUT2,Austin,199,1861.2593614624266,26.510494678853554
SKUT2,Columbus,202,2054.5597986690805,29.12133165557567
SKUT2,Sacramento,134,1277.3928994104651,17.644940828420545
SKUT3,Austin,184,1700.8568688238104,25.173807240198418
SKUT3,Columbus,208,1995.4352888579538,28.628627407149615
SKUT3,Sacramento,126,1202.9825608908675,17.024854674090562
SKUT4,Austin,223,2306.2213046124334,30.218510871770278
SKUT4,Columbus,202,2201.4393843068524,30.345328202557102
SKUT4,Sacramento,127,1258.912601614535,17.490938346787793
SKUW1,Austin,832,7992.456864852639,112.60380720710533
SKUW1,Columbus,885,9249.328046924313,125.07773372436927
SKUW1,Sacramento,740,7604.75808545878,105.37298404548983
SKUW2,Austin,828,8537.554851462739,117.14629042885616
SKUW2,Columbus,892,8932.560249201384,122.4380020766782
SKUW2,Sacramento,807,8186.565093718674,110.22137578098895
SKUW3,Austin,794,8368.492902644293,115.73744085536912
SKUW3,Columbus,875,8117.567470371718,115.64639558643098
SKUW3,Sacramento,686,6341.243196298362,94.84369330248636
