SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,239,2389.908059919405,32.91590049932837
SKUA1,Columbus,153,1494.3449211549257,21.452874342957717
SKUA1,Sacramento,258,2923.869995241414,39.365583293678455
SKUA2,Austin,250,2699.2889653786856,35.49407471148904
SKUA2,Columbus,134,1533.2451620761988,21.777043017301654
SKUA2,Sacramento,259,2715.2148611006087,37.62679050917174
SKUA3,Austin,250,2430.2482356842224,33.25206863070186
SKUA3,Columbus,191,1861.764181746155,24.51470151455129
SKUA3,Sacramento,283,3077.0046429690824,40.64170535807569
SKUC1,Austin,253,2630.105977425581,36.917549811879844
SKUC1,Columbus,206,1921.7023184011873,26.014185986676562
SKUC1,Sacramento,318,2988.751635976672,43.906263633138934
SKUC2,Austin,278,2614.336281342705,36.786135677855874
SKUC2,Columbus,179,1725.2227031510952,24.37685585959246
SKUC2,Sacramento,323,3095.882097949439,44.799017482911985
SKUD1,Austin,213,2318.8603217755403,31.323836014796168
SKUD1,Columbus,222,2086.537670113757,28.387813917614643
SKUD1,Sacramento,272,2712.795111372412,36.60662592810343
SKUD2,Austin,207,1886.0197486564368,27.71683123880364
SKUD2,Columbus,193,1743.5646863302802,25.529705719419002
SKUD2,Sacramento,271,2638.106561681005,35.984221347341716
SKUD3,Austin,238,2414.419235902354,32.12016029918628
SKUD3,Columbus,195,2191.225872502385,29.26021560418654
SKUD3,Sacramento,284,2860.362607460309,37.83635506216924
SKUE1,Austin,929,9293.456660997514,126.44547217497929
SKUE1,Columbus,934,8890.92362858577,125.09103023821474
SKUE1,Sacramento,779,7823.982131866771,110.19985109888975
SKUE2,Austin,868,8254.6144869275,117.78845405772917
SKUE2,Columbus,988,10068.264919826903,134.90220766522418
SKUE2,Sacramento,806,8085.338293185565,112.37781910987971
SKUE3,Austin,875,8727.660100286814,121.73050083572345
SKUE3,Columbus,924,8883.812103623899,125.03176753019916
SKUE3,Sacramento,814,7848.664272179274,110.40553560149395
SKUT1,Austin,172,1663.5999643588566,24.863333036323805
SKUT1,Columbus,238,2223.307878722062,30.527565656017185
SKUT1,Sacramento,115,996.9692648754024,15.30807720729502
SKUT2,Austin,190,1809.5292480048552,26.07941040004046
SKUT2,Columbus,219,2106.7044523997124,29.55587043666427
SKUT2,Sacramento,121,1361.620369843002,18.34683641535835
SKUT3,Austin,187,1965.6763980293633,27.380636650244693
SKUT3,Columbus,209,2156.087683474559,29.967397362287993
SKUT3,Sacramento,133,1304.3419635127746,17.869516362606454
SKUT4,Austin,217,2239.975415425949,29.666461795216243
SKUT4,Columbus,207,2060.1899484956693,29.168249570797244
SKUT4,Sacramento,113,993.0668955515235,15.275557462929363
SKUW1,Austin,764,8039.52033743258,112.99600281193817
SKUW1,Columbus,867,8961.45506173434,122.67879218111949
SKUW1,Sacramento,732,6940.592999553998,99.83827499628332
SKUW2,Austin,836,8739.320726816479,118.82767272347066
SKUW2,Columbus,852,8814.95536809406,121.45796140078384
SKUW2,Sacramento,778,7609.71610899967,105.41430090833059
SKUW3,Austin,835,8764.985651945279,119.04154709954399
SKUW3,Columbus,865,8284.00896763964,117.03340806366367
SKUW3,Sacramento,722,7146.98830524426,101.5582358770355
