SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,220,2177.1266464691257,31.14272205390938
SKUA1,Columbus,174,1673.2687627037253,22.943906355864378
SKUA1,Sacramento,284,2765.326028673814,38.04438357228178
SKUA2,Austin,266,2555.8709325089103,34.29892443757425
SKUA2,Columbus,183,1843.1766381123514,24.359805317602927
SKUA2,Sacramento,251,2532.779701788639,36.10649751490533
SKUA3,Austin,217,2242.8027984821592,31.69002332068466
SKUA3,Columbus,168,1811.7509019507047,24.09792418292254
SKUA3,Sacramento,248,2481.583595239225,35.679863293660205
SKUC1,Austin,271,2853.586123510597,38.779884362588305
SKUC1,Columbus,173,1660.0205826518397,23.833504855431997
SKUC1,Sacramento,351,3637.015821448348,49.308465178736235
SKUC2,Austin,278,2792.063590205381,38.26719658504484
SKUC2,Columbus,194,1770.0924221530688,24.750770184608903
SKUC2,Sacramento,349,3373.92373594115,47.11603113284291
SKUD1,Austin,215,2115.455506425224,29.628795886876865
SKUD1,Columbus,196,1953.8045650605839,27.2817047088382
SKUD1,Sacramento,254,2586.0675812125805,35.55056317677151
SKUD2,Austin,220,2163.772611641237,30.03143843034364
SKUD2,Columbus,219,2324.5291718795547,30.371076432329623
SKUD2,Sacramento,247,2768.888173964451,37.07406811637043
SKUD3,Austin,239,2476.871870126791,32.64059891772326
SKUD3,Columbus,193,1828.5781011953763,26.238150843294804
SKUD3,Sacramento,254,2310.0488676002765,33.2504072300023
SKUE1,Austin,869,9176.63506646888,125.47195888724066
SKUE1,Columbus,901,8918.486006185281,125.32071671821068
SKUE1,Sacramento,834,8511.496576759086,115.92913813965905
SKUE2,Austin,853,8295.102741757475,118.12585618131229
SKUE2,Columbus,958,9052.61393728091,126.43844947734092
SKUE2,Sacramento,838,8155.946402383826,112.96622001986522
SKUE3,Austin,837,8254.268957042323,117.78557464201936
SKUE3,Columbus,942,9745.325438408694,132.21104532007246
SKUE3,Sacramento,797,8399.472389330498,114.99560324442082
SKUT1,Austin,198,2078.6309779731178,28.32192481644265
SKUT1,Columbus,199,2177.255090156113,30.14379241796761
SKUT1,Sacramento,134,1358.4586783290554,18.32048898607546
SKUT2,Austin,204,2213.1654852055153,29.44304571004596
SKUT2,Columbus,241,2450.7796466374875,32.423163721979066
SKUT2,Sacramento,128,1192.9316270365791,16.941096891971494
SKUT3,Austin,204,1796.3095291475393,25.969246076229492
SKUT3,Columbus,214,2194.5818812513075,30.288182343760898
SKUT3,Sacramento,124,1304.3707684236472,17.869756403530392
SKUT4,Austin,199,1846.8865178882975,26.390720982402478
SKUT4,Columbus,245,2527.3664087702286,33.0613867397519
SKUT4,Sacramento,126,1210.7673734361274,17.089728111967727
SKUW1,Austin,811,7749.479381179637,110.57899484316364
SKUW1,Columbus,813,8000.862734574775,114.67385612145647
SKUW1,Sacramento,786,7652.976123792511,105.77480103160426
SKUW2,Austin,805,7951.491879114972,112.2624323259581
SKUW2,Columbus,926,9441.05783103285,126.67548192527374
SKUW2,Sacramento,739,7287.775439592967,102.73146199660806
SKUW3,Austin,814,8038.368290036615,112.98640241697179
SKUW3,Columbus,900,9097.92034625554,123.81600288546285
SKUW3,Sacramento,788,7246.409690139526,102.38674741782938
