SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,221,2268.6907970425254,31.905756642021046
SKUA1,Columbus,160,1540.4489224724064,21.83707435393672
SKUA1,Sacramento,269,2858.85955366692,38.823829613891
SKUA2,Austin,233,2337.796140236666,32.481634501972216
SKUA2,Columbus,166,1586.6115905750237,22.221763254791863
SKUA2,Sacramento,246,2244.703805810821,33.705865048423505
SKUA3,Austin,238,2448.3953529261235,33.4032946077177
SKUA3,Columbus,152,1410.4885034546328,20.75407086212194
SKUA3,Sacramento,250,2513.33382992387,35.94444858269892
SKUC1,Austin,273,2884.3488898956293,39.03624074913024
SKUC1,Columbus,168,1909.3774600591119,25.91147883382593
SKUC1,Sacramento,314,2972.8612701297843,43.7738439177482
SKUC2,Austin,263,2826.0683071265266,38.550569226054385
SKUC2,Columbus,179,1817.648456957635,25.14707047464696
SKUC2,Sacramento,340,3775.771871494837,50.464765595790304
SKUD1,Austin,187,1822.9602239762557,27.191335199802133
SKUD1,Columbus,203,1945.717369779512,27.214311414829265
SKUD1,Sacramento,257,2663.187879727402,36.19323233106169
SKUD2,Austin,224,2197.0509785132513,30.308758154277093
SKUD2,Columbus,190,2070.305129808292,28.252542748402433
SKUD2,Sacramento,254,2479.2902087108255,34.660751739256874
SKUD3,Austin,214,2505.945371213151,32.882878093442926
SKUD3,Columbus,195,1849.096634407444,26.409138620062034
SKUD3,Sacramento,262,2771.3946641051175,37.09495553420931
SKUE1,Austin,862,8506.975303335083,119.8914608611257
SKUE1,Columbus,895,9192.861160103274,127.60717633419395
SKUE1,Sacramento,764,7469.067220412085,107.24222683676736
SKUE2,Austin,870,9153.790339283903,125.28158616069919
SKUE2,Columbus,878,8903.89155385198,125.19909628209983
SKUE2,Sacramento,800,8151.6335511883235,112.93027959323602
SKUE3,Austin,890,8888.043765498478,123.06703137915399
SKUE3,Columbus,949,9360.525762873021,129.00438135727518
SKUE3,Sacramento,792,8273.209258218838,113.94341048515699
SKUT1,Austin,220,2052.0540684952584,28.10045057079382
SKUT1,Columbus,225,2127.7985617064282,29.7316546808869
SKUT1,Sacramento,107,901.6979266043037,14.514149388369198
SKUT2,Austin,185,2068.4745336662995,28.237287780552496
SKUT2,Columbus,229,1844.8583807643208,27.373819839702673
SKUT2,Sacramento,140,1136.4505811093961,16.470421509244968
SKUT3,Austin,192,1907.4092500957136,26.895077084130946
SKUT3,Columbus,209,1813.4755698686674,27.11229641557223
SKUT3,Sacramento,134,1343.1148742757568,18.192623952297975
SKUT4,Austin,199,1991.6406718041446,27.59700559836787
SKUT4,Columbus,215,2321.496762984983,31.34580635820819
SKUT4,Sacramento,131,1234.791717624195,17.289930980201625
SKUW1,Austin,875,9274.76367194409,123.28969726620076
SKUW1,Columbus,873,8727.739263312427,120.73116052760356
SKUW1,Sacramento,741,7284.951622220522,102.70793018517102
SKUW2,Austin,819,7916.212861619203,111.96844051349335
SKUW2,Columbus,870,8731.145476828913,120.75954564024094
SKUW2,Sacramento,753,7187.979630139304,101.89983025116088
SKUW3,Austin,822,8007.6347144270585,112.73028928689216
SKUW3,Columbus,925,9849.847666225221,130.08206388521018
SKUW3,Sacramento,722,6929.289878987325,99.74408232489438
