SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,233,2693.227460842021,35.44356217368351
SKUA1,Columbus,162,1422.9837408927942,20.858197840773286
SKUA1,Sacramento,277,2606.081021324496,36.7173418443708
SKUA2,Austin,255,2555.3031766482554,34.29419313873546
SKUA2,Columbus,154,1559.6304337236265,21.99692028103022
SKUA2,Sacramento,258,2337.544625281546,34.479538544012875
SKUA3,Austin,263,2426.713519072641,33.22261265893867
SKUA3,Columbus,162,1588.168407531171,22.234736729426423
SKUA3,Sacramento,264,2769.649579720684,38.08041316433903
SKUC1,Austin,273,2761.4247964177216,38.01187330348101
SKUC1,Columbus,166,1773.4029213731287,24.778357678109405
SKUC1,Sacramento,374,3707.03988216968,49.89199901808067
SKUC2,Austin,304,3049.834413833688,40.4152867819474
SKUC2,Columbus,173,1471.946184368583,22.266218203071524
SKUC2,Sacramento,326,3052.4011350597225,44.43667612549769
SKUD1,Austin,195,2007.7546058182352,28.731288381818626
SKUD1,Columbus,214,2103.422317004633,28.52851930837194
SKUD1,Sacramento,215,2227.841528581871,32.56534607151559
SKUD2,Austin,219,2163.8487293854164,30.03207274487847
SKUD2,Columbus,173,1796.3714353790026,25.969761961491688
SKUD2,Sacramento,251,2471.5339752584896,34.596116460487416
SKUD3,Austin,219,2167.1641336093076,30.059701113410895
SKUD3,Columbus,215,2133.2240618747987,28.77686718228999
SKUD3,Sacramento,238,2227.059452484412,32.558828770703435
SKUE1,Austin,902,8695.790518941347,121.46492099117789
SKUE1,Columbus,905,9099.224521016153,126.82687100846793
SKUE1,Sacramento,829,8024.363345179951,111.86969454316626
SKUE2,Austin,924,9305.122859290905,126.54269049409088
SKUE2,Columbus,932,9342.428719468187,128.85357266223488
SKUE2,Sacramento,783,7463.524193947398,107.19603494956165
SKUE3,Austin,940,9576.904097249098,128.8075341437425
SKUE3,Columbus,912,9404.75811973412,129.37298433111766
SKUE3,Sacramento,786,7902.427408107799,110.85356173423166
SKUT1,Austin,211,2433.6433183199147,31.28036098599929
SKUT1,Columbus,217,2237.525012172258,30.646041768102148
SKUT1,Sacramento,144,1555.8716389037531,19.965596990864608
SKUT2,Austin,197,1717.0206462004016,25.308505385003347
SKUT2,Columbus,214,1971.2975437815016,28.427479531512514
SKUT2,Sacramento,124,1228.1571043224167,17.23464253602014
SKUT3,Austin,189,1791.7635203181003,25.9313626693175
SKUT3,Columbus,239,2504.2833369402656,32.86902780783554
SKUT3,Sacramento,141,1380.526551626451,18.504387930220428
SKUT4,Austin,181,1993.9186639910183,27.615988866591817
SKUT4,Columbus,225,2559.627350721618,33.33022792268015
SKUT4,Sacramento,111,1061.440796410401,15.845339970086675
SKUW1,Austin,852,8417.364584894434,116.14470487412028
SKUW1,Columbus,878,8817.658944167966,121.48049120139972
SKUW1,Sacramento,716,6906.289698280026,99.55241415233354
SKUW2,Austin,866,8250.913207221956,114.75761006018297
SKUW2,Columbus,845,8619.680815454614,119.83067346212178
SKUW2,Sacramento,739,7429.430020670306,103.91191683891923
SKUW3,Austin,871,8991.66235004569,120.93051958371409
SKUW3,Columbus,906,8748.99275506663,120.90827295888859
SKUW3,Sacramento,729,7670.180740169767,105.91817283474806
