SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,218,2087.509718570052,30.3959143214171
SKUA1,Columbus,158,1544.8399859593042,21.873666549660868
SKUA1,Sacramento,312,3025.7378859845435,40.214482383204526
SKUA2,Austin,224,2293.6896396439115,32.11408033036593
SKUA2,Columbus,163,1728.3355910614623,23.402796592178852
SKUA2,Sacramento,274,2674.457144062515,37.287142867187626
SKUA3,Austin,241,2332.9801542137784,32.44150128511482
SKUA3,Columbus,163,1626.130634896392,22.5510886241366
SKUA3,Sacramento,296,3062.8133894872076,40.5234449123934
SKUC1,Austin,285,2583.9617081841384,36.533014234867814
SKUC1,Columbus,188,1715.474668102239,24.295622234185327
SKUC1,Sacramento,340,3365.385071531707,47.04487559609756
SKUC2,Austin,272,2897.9290095367783,39.14940841280648
SKUC2,Columbus,184,1704.5335097296297,24.20444591441358
SKUC2,Sacramento,312,3277.2210812541944,46.31017567711829
SKUD1,Austin,233,2200.1633519946986,30.33469459995582
SKUD1,Columbus,204,2166.1802915762337,29.051502429801946
SKUD1,Sacramento,260,2607.312154749273,35.72760128957727
SKUD2,Austin,190,1610.464330715804,25.420536089298366
SKUD2,Columbus,205,2266.0365469912535,29.88363789159378
SKUD2,Sacramento,231,2040.819540515328,31.006829504294398
SKUD3,Austin,214,2316.942487600127,31.307854063334393
SKUD3,Columbus,193,1827.0326037725424,26.225271698104518
SKUD3,Sacramento,276,2636.8156928863996,35.97346410738666
SKUE1,Austin,864,8409.39762455448,119.078313537954
SKUE1,Columbus,878,8537.986009374345,122.14988341145288
SKUE1,Sacramento,827,8154.726292067007,112.95605243389173
SKUE2,Austin,869,8388.991462252388,118.90826218543657
SKUE2,Columbus,966,10086.046557137784,135.05038797614822
SKUE2,Sacramento,763,7854.386290413554,110.45321908677961
SKUE3,Austin,849,7786.27765386728,113.88564711556066
SKUE3,Columbus,914,9296.053469149983,128.46711224291653
SKUE3,Sacramento,799,7599.911823109492,108.33259852591242
SKUT1,Austin,196,1806.131440252507,26.05109533543756
SKUT1,Columbus,210,2385.7134138711126,31.880945115592606
SKUT1,Sacramento,121,1264.588446909719,17.538237057580993
SKUT2,Austin,185,1817.008692874877,26.14173910729064
SKUT2,Columbus,222,2287.42774808445,31.061897900703748
SKUT2,Sacramento,123,1084.6659768403185,16.038883140335987
SKUT3,Austin,188,1684.0506792386964,25.03375566032247
SKUT3,Columbus,206,2231.4547791053496,30.59545649254458
SKUT3,Sacramento,148,1551.472159539712,19.928934662830933
SKUT4,Austin,208,2080.3131703238296,28.335943086031914
SKUT4,Columbus,198,1744.0408390864816,26.533673659054013
SKUT4,Sacramento,135,1144.6570586639966,16.53880882219997
SKUW1,Austin,799,8471.289405776024,116.59407838146687
SKUW1,Columbus,909,9297.757423767613,125.4813118647301
SKUW1,Sacramento,815,7932.265608113914,108.10221340094928
SKUW2,Austin,813,8415.86788646515,116.13223238720958
SKUW2,Columbus,793,7560.955051857931,111.00795876548275
SKUW2,Sacramento,768,7233.347066262085,102.27789221885071
SKUW3,Austin,859,8431.276538310693,116.26063781925578
SKUW3,Columbus,872,8365.884303806695,117.71570253172246
SKUW3,Sacramento,731,6847.947061809001,99.066225515075
