Scenario,k_factor,mean_delay,num_simulations,baseline_total_shelves,avg_delay_days,total_delay_events,timestamp
14_4_doh,0.15,2.5,50,3993.9395411162327,8.831258516508647,1145381,2025-11-15 10:30:17
