SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,224,2287.109205783613,32.05924338153011
SKUA1,Columbus,163,1417.1756937372431,20.80979744781036
SKUA1,Sacramento,237,2122.678841743473,32.68899034786228
SKUA2,Austin,228,2230.4657963740165,31.58721496978347
SKUA2,Columbus,147,1404.957585437408,20.707979878645066
SKUA2,Sacramento,293,2904.6631083014986,39.20552590251249
SKUA3,Austin,235,2378.545690103002,32.82121408419168
SKUA3,Columbus,159,1565.4773393086518,22.04564449423877
SKUA3,Sacramento,279,2670.2692078624705,37.25224339885392
SKUC1,Austin,277,2795.6468700327146,38.297057250272616
SKUC1,Columbus,172,1789.2121985934666,24.910101654945553
SKUC1,Sacramento,342,3234.8166166695223,45.95680513891269
SKUC2,Austin,268,2435.2830321244373,35.294025267703645
SKUC2,Columbus,183,1988.5265417206629,26.571054514338858
SKUC2,Sacramento,358,3422.5498266055556,47.5212485550463
SKUD1,Austin,214,2131.885655940106,29.765713799500883
SKUD1,Columbus,184,1636.6119364922108,24.638432804101758
SKUD1,Sacramento,251,2553.9197200737603,35.282664333948006
SKUD2,Austin,251,2618.470746816101,33.82058955680084
SKUD2,Columbus,197,1963.2039487678396,27.360032906398665
SKUD2,Sacramento,238,2309.4162869860334,33.24513572488362
SKUD3,Austin,196,1986.7188527130015,28.555990439275014
SKUD3,Columbus,199,1908.698036692544,26.90581697243787
SKUD3,Sacramento,222,2105.9344712813427,31.549453927344523
SKUE1,Austin,942,9607.018004881702,129.05848337401417
SKUE1,Columbus,858,8122.102534674131,118.68418778895109
SKUE1,Sacramento,796,8158.87694236539,112.99064118637826
SKUE2,Austin,918,9241.809304089295,126.01507753407745
SKUE2,Columbus,921,9183.428307742723,127.52856923118935
SKUE2,Sacramento,781,7411.127787245124,106.7593982270427
SKUE3,Austin,849,9101.354144254732,124.84461786878943
SKUE3,Columbus,911,8749.596842761075,123.91330702300895
SKUE3,Sacramento,811,8154.748006188817,112.95623338490682
SKUT1,Austin,200,2046.3787622531906,28.05315635210992
SKUT1,Columbus,222,2381.9996139707414,31.849996783089512
SKUT1,Sacramento,110,1237.2031008110687,17.31002584009224
SKUT2,Austin,195,1842.7347387553502,26.35612282296125
SKUT2,Columbus,200,1902.3530439161368,27.852942032634473
SKUT2,Sacramento,112,1049.548157973016,15.746234649775134
SKUT3,Austin,206,1995.3595244071548,27.62799603672629
SKUT3,Columbus,200,2028.9519645170628,28.907933037642188
SKUT3,Sacramento,147,1376.590702601659,18.471589188347156
SKUT4,Austin,195,2030.911349123277,27.924261242693976
SKUT4,Columbus,181,1677.8995348946848,25.982496124122374
SKUT4,Sacramento,129,1239.6389228421322,17.33032435701777
SKUW1,Austin,863,8363.495749091519,115.69579790909599
SKUW1,Columbus,830,8048.384716452827,115.0698726371069
SKUW1,Sacramento,773,8026.574295289198,108.88811912740998
SKUW2,Austin,847,8641.177720691823,118.00981433909853
SKUW2,Columbus,897,8884.416107106124,122.03680089255104
SKUW2,Sacramento,737,7544.1524223462,104.867936852885
SKUW3,Austin,857,8564.9081428001,117.37423452333418
SKUW3,Columbus,863,8435.167624068969,118.29306353390807
SKUW3,Sacramento,815,8082.981119948665,109.35817599957221
