SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,246,2210.5861192696275,31.421550993913563
SKUA1,Columbus,147,1564.8876957089665,22.04073079757472
SKUA1,Sacramento,286,2778.2096225428827,38.15174685452403
SKUA2,Austin,220,2335.6217153403754,32.46351429450313
SKUA2,Columbus,167,1512.3431073892227,21.60285922824352
SKUA2,Sacramento,280,3009.4457447599307,40.07871453966609
SKUA3,Austin,232,2351.5157630559056,32.59596469213255
SKUA3,Columbus,177,1751.7837067315554,23.598197556096295
SKUA3,Sacramento,281,2748.171084813252,37.9014257067771
SKUC1,Austin,270,2604.788257783492,36.706568814862436
SKUC1,Columbus,154,1381.7357103057236,21.514464252547693
SKUC1,Sacramento,348,3683.872150939682,49.69893459116402
SKUC2,Austin,293,3086.0395897245094,40.716996581037584
SKUC2,Columbus,164,1647.860284948148,23.732169041234567
SKUC2,Sacramento,340,3195.222256339852,45.62685213616543
SKUD1,Austin,202,1815.598676102438,27.12998896752032
SKUD1,Columbus,213,2124.61707116294,28.70514225969117
SKUD1,Sacramento,232,2411.541616705864,34.096180139215534
SKUD2,Austin,207,2059.347289924691,29.16122741603909
SKUD2,Columbus,206,1966.4459189780823,27.38704932481735
SKUD2,Sacramento,261,2608.9497400208006,35.74124783350668
SKUD3,Austin,210,1791.014322403741,26.925119353364508
SKUD3,Columbus,193,1703.2944817895425,25.19412068157952
SKUD3,Sacramento,253,2808.1478174307053,37.40123181192255
SKUE1,Austin,895,9139.840864095044,125.16534053412536
SKUE1,Columbus,866,7788.076746861664,115.90063955718053
SKUE1,Sacramento,841,8950.57346636946,119.5881122197455
SKUE2,Austin,859,8276.300765291282,117.96917304409402
SKUE2,Columbus,936,9388.424932871876,129.23687444059897
SKUE2,Sacramento,786,8157.218863697404,112.97682386414503
SKUE3,Austin,910,8732.671363895104,121.77226136579253
SKUE3,Columbus,915,9291.518077899336,128.4293173158278
SKUE3,Sacramento,793,7985.128367959262,111.54273639966051
SKUT1,Austin,210,1951.5384792393006,27.262820660327506
SKUT1,Columbus,257,2592.4780845517002,33.603984037930836
SKUT1,Sacramento,113,1025.4407020023446,15.545339183352871
SKUT2,Austin,199,2228.3143964424785,29.569286637020653
SKUT2,Columbus,215,1930.3037278661552,28.085864398884627
SKUT2,Sacramento,112,1239.9815314723955,17.333179428936628
SKUT3,Austin,215,2110.986494420551,28.59155412017126
SKUT3,Columbus,212,2326.854104800681,31.39045087333901
SKUT3,Sacramento,127,1284.5975605465742,17.70497967122145
SKUT4,Austin,177,1717.6067999548097,25.313389999623414
SKUT4,Columbus,220,2068.052278798483,29.233768989987354
SKUT4,Sacramento,108,1006.0762824931454,15.383969020776213
SKUW1,Austin,847,8607.080105355693,117.72566754463078
SKUW1,Columbus,846,8660.607472147209,120.17172893456008
SKUW1,Sacramento,722,7445.554862001182,104.0462905166765
SKUW2,Austin,795,8064.395475093685,113.20329562578071
SKUW2,Columbus,873,8600.556606201788,119.67130505168157
SKUW2,Sacramento,764,7362.430744347506,103.35358953622922
SKUW3,Austin,806,8128.457098941985,113.7371424911832
SKUW3,Columbus,872,8969.476253841069,122.74563544867557
SKUW3,Sacramento,759,7519.092268403466,104.65910223669556
