SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,239,2798.674715045446,36.32228929204539
SKUA1,Columbus,166,1681.3947792577944,23.011623160481623
SKUA1,Sacramento,295,3167.8743478023875,41.39895289835322
SKUA2,Austin,244,2144.717692156963,30.872647434641358
SKUA2,Columbus,140,1548.9276096667195,21.907730080555996
SKUA2,Sacramento,249,2286.158921201842,34.05132434334868
SKUA3,Austin,246,2445.0214442832566,33.37517870236047
SKUA3,Columbus,153,1562.9593895870808,22.02466157989234
SKUA3,Sacramento,290,2779.1969282529753,38.159974402108126
SKUC1,Austin,291,2992.1495031626173,39.93457919302181
SKUC1,Columbus,164,1544.4894434246821,22.870745361872352
SKUC1,Sacramento,350,3596.578194587633,48.97148495489694
SKUC2,Austin,250,2641.7232145205535,37.014360121004614
SKUC2,Columbus,187,1995.9210150884883,26.632675125737403
SKUC2,Sacramento,336,3342.168616511388,46.8514051375949
SKUD1,Austin,227,2270.9594184543016,30.924661820452513
SKUD1,Columbus,206,2180.258162997974,29.168818024983118
SKUD1,Sacramento,273,2859.5811786058475,37.82984315504873
SKUD2,Austin,226,2215.9176373959335,30.46598031163278
SKUD2,Columbus,177,1866.3357904386933,26.55279825365578
SKUD2,Sacramento,229,2069.240064634049,31.24366720528374
SKUD3,Austin,201,1951.094781847354,28.25912318206128
SKUD3,Columbus,181,1572.5647208126047,24.104706006771707
SKUD3,Sacramento,218,2268.39465227632,32.90328876896933
SKUE1,Austin,938,8785.402864428474,122.21169053690394
SKUE1,Columbus,880,9035.771205051931,126.29809337543276
SKUE1,Sacramento,793,7836.287964983589,110.30239970819657
SKUE2,Austin,846,8491.753812927504,119.7646151077292
SKUE2,Columbus,948,9315.696185819783,128.6308015484982
SKUE2,Sacramento,820,7862.753710809117,110.52294759007597
SKUE3,Austin,863,8603.804130231161,120.69836775192634
SKUE3,Columbus,964,9825.790085155928,132.88158404296607
SKUE3,Sacramento,813,8046.3028363272915,112.05252363606077
SKUT1,Austin,193,1830.6053422812086,26.255044519010074
SKUT1,Columbus,214,2270.6463402339327,30.922052835282773
SKUT1,Sacramento,149,1508.1338865909488,19.567782388257907
SKUT2,Austin,194,2030.585437251674,27.921545310430613
SKUT2,Columbus,261,2619.442135082323,33.82868445901936
SKUT2,Sacramento,145,1676.976307340762,20.974802561173018
SKUT3,Austin,196,2012.4690701671698,27.770575584726416
SKUT3,Columbus,224,2045.2032517672978,29.04336043139415
SKUT3,Sacramento,142,1296.3961550324568,17.80330129193714
SKUT4,Austin,202,1920.4019147581098,27.003349289650917
SKUT4,Columbus,210,1965.2191879749564,28.37682656645797
SKUT4,Sacramento,123,1067.5263706877831,15.896053089064859
SKUW1,Austin,825,7992.771498790373,112.60642915658644
SKUW1,Columbus,870,8868.115441432074,121.90096201193393
SKUW1,Sacramento,741,7027.843984501688,100.56536653751408
SKUW2,Austin,882,8829.938581901764,119.58282151584804
SKUW2,Columbus,885,8935.380403273632,122.46150336061359
SKUW2,Sacramento,817,8405.466870066211,112.04555725055177
SKUW3,Austin,840,8771.054646909462,119.09212205757883
SKUW3,Columbus,913,8787.244334315357,121.22703611929464
SKUW3,Sacramento,765,7621.236509835723,105.51030424863102
