SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,219,2265.8924806379728,31.882437338649773
SKUA1,Columbus,146,1411.8733523395058,20.76561126949588
SKUA1,Sacramento,253,2424.9930926729085,35.208275772274234
SKUA2,Austin,240,2108.0552086044518,30.56712673837043
SKUA2,Columbus,179,1696.4874576312254,23.137395480260214
SKUA2,Sacramento,251,2648.9265056239674,37.0743875468664
SKUA3,Austin,217,2061.544059209956,30.17953382674963
SKUA3,Columbus,169,1658.785817819344,22.823215148494533
SKUA3,Sacramento,277,2823.5440385025813,38.52953365418818
SKUC1,Austin,239,2405.2870079017034,35.04405839918086
SKUC1,Columbus,186,1843.3353081890186,25.361127568241823
SKUC1,Sacramento,331,3503.5599272830605,48.196332727358836
SKUC2,Austin,280,3109.144624695353,40.909538539127944
SKUC2,Columbus,162,1385.9516356534314,21.549596963778594
SKUC2,Sacramento,358,3350.0661187939486,46.91721765661624
SKUD1,Austin,224,2257.1190373754202,30.809325311461837
SKUD1,Columbus,211,2230.4101328849974,29.58675110737498
SKUD1,Sacramento,224,2512.7188707610053,34.939323923008374
SKUD2,Austin,200,1872.6817673932185,27.60568139494349
SKUD2,Columbus,195,1768.2743116813579,25.735619264011312
SKUD2,Sacramento,258,2571.4414792017947,35.428678993348285
SKUD3,Austin,201,2029.4634037396036,28.912195031163364
SKUD3,Columbus,211,2064.09081195897,28.200756766324748
SKUD3,Sacramento,239,2488.7663419146647,34.73971951595554
SKUE1,Austin,830,7792.862041124049,113.94051700936707
SKUE1,Columbus,977,10243.95301964847,136.36627516373724
SKUE1,Sacramento,807,8595.46158788523,116.62884656571025
SKUE2,Austin,873,8790.59183527338,122.2549319606115
SKUE2,Columbus,938,9698.533612100477,131.82111343417063
SKUE2,Sacramento,818,8179.243899139533,113.16036582616279
SKUE3,Austin,849,8625.863112692863,120.88219260577385
SKUE3,Columbus,966,9580.004526440644,130.83337105367204
SKUE3,Sacramento,821,7915.529533836089,110.96274611530075
SKUT1,Austin,212,1938.9949036683638,27.15829086390303
SKUT1,Columbus,214,2043.9320939670276,29.03276744972523
SKUT1,Sacramento,115,1183.8452977670752,16.86537748139229
SKUT2,Austin,188,2075.4102719788766,28.29508559982397
SKUT2,Columbus,224,2164.868319576578,30.04056932980482
SKUT2,Sacramento,143,1395.2971415681166,18.627476179734302
SKUT3,Austin,203,1949.269258719309,27.243910489327572
SKUT3,Columbus,199,2112.57802890083,29.604816907506915
SKUT3,Sacramento,120,1245.2279509175894,17.37689959097991
SKUT4,Austin,178,1638.0260819534458,24.65021734961205
SKUT4,Columbus,219,2250.0275302179025,30.750229418482522
SKUT4,Sacramento,123,1185.3586375736554,16.87798864644713
SKUW1,Austin,852,8612.076978304092,117.7673081525341
SKUW1,Columbus,870,8696.270665879541,120.46892221566284
SKUW1,Sacramento,788,8001.7392577965475,108.68116048163789
SKUW2,Austin,799,8013.964621382006,112.78303851151671
SKUW2,Columbus,851,8526.296560803265,119.05247134002721
SKUW2,Sacramento,759,7334.52605989578,103.1210504991315
SKUW3,Austin,813,9102.54097853174,121.85450815443117
SKUW3,Columbus,872,9051.41459661456,123.428454971788
SKUW3,Sacramento,726,7352.825613459464,103.27354677882886
