SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,232,2244.4150954332395,31.70345912861033
SKUA1,Columbus,165,1653.9314880441639,22.782762400368032
SKUA1,Sacramento,260,2523.0952912896782,36.02579409408065
SKUA2,Austin,197,2187.113930640237,31.225949422001975
SKUA2,Columbus,173,1773.568339115335,23.779736159294462
SKUA2,Sacramento,243,2661.508584006008,37.17923820005007
SKUA3,Austin,260,2635.3150303694306,34.96095858641193
SKUA3,Columbus,156,1648.8399578038088,22.74033298169841
SKUA3,Sacramento,293,2630.1903914741047,36.9182532622842
SKUC1,Austin,263,2753.2086640390107,37.94340553365842
SKUC1,Columbus,196,2077.8952537572936,27.31579378131078
SKUC1,Sacramento,353,3497.7902710037415,48.148252258364515
SKUC2,Austin,282,2869.757597689993,38.9146466474166
SKUC2,Columbus,161,1736.657677320128,24.472147311001063
SKUC2,Sacramento,332,3208.669499031237,45.738912491926975
SKUD1,Austin,236,2586.90011340443,33.55750094503692
SKUD1,Columbus,195,1995.351746573298,27.62793122144415
SKUD1,Sacramento,230,2316.1517819642154,33.301264849701795
SKUD2,Austin,217,2435.153596956471,32.29294664130393
SKUD2,Columbus,177,1714.7361093058582,25.289467577548816
SKUD2,Sacramento,233,2251.3474152453455,32.76122846037788
SKUD3,Austin,217,2261.9953722959426,30.84996143579952
SKUD3,Columbus,212,2079.4050748385216,28.328375623654345
SKUD3,Sacramento,268,2633.3323514606227,35.944436262171855
SKUE1,Austin,894,8688.540193094976,121.4045016091248
SKUE1,Columbus,962,9381.960376446752,129.18300313705626
SKUE1,Sacramento,771,7856.082498274265,110.46735415228554
SKUE2,Austin,840,8719.080517608229,121.65900431340191
SKUE2,Columbus,854,8219.786126588182,119.49821772156818
SKUE2,Sacramento,831,8247.14458376551,113.72620486471259
SKUE3,Austin,892,8807.836602094292,122.39863835078577
SKUE3,Columbus,889,8557.29992206249,122.31083268385409
SKUE3,Sacramento,816,7869.572655477533,110.57977212897944
SKUT1,Austin,187,1720.462380754435,25.337186506286958
SKUT1,Columbus,219,2212.608108667025,30.43840090555854
SKUT1,Sacramento,131,1161.6245306662504,16.680204422218754
SKUT2,Austin,191,1836.9554363295194,26.307961969412663
SKUT2,Columbus,229,2423.916076964176,32.19930064136813
SKUT2,Sacramento,123,1569.515547859799,20.079296232164992
SKUT3,Austin,208,1972.6565568625092,27.43880464052091
SKUT3,Columbus,185,1982.7771890957972,28.523143242464975
SKUT3,Sacramento,117,1192.7912121581094,16.939926767984243
SKUT4,Austin,201,1943.7074046921716,27.1975617057681
SKUT4,Columbus,227,2320.7127861085746,31.339273217571456
SKUT4,Sacramento,139,1457.432779604246,19.145273163368717
SKUW1,Austin,786,8097.7532622991685,113.48127718582641
SKUW1,Columbus,935,9424.485529319853,126.53737941099877
SKUW1,Sacramento,770,7722.778508269411,106.35648756891175
SKUW2,Austin,806,7671.819301046246,109.93182750871873
SKUW2,Columbus,844,8267.247981974571,116.89373318312143
SKUW2,Sacramento,766,7839.556528944151,107.32963774120125
SKUW3,Austin,749,7511.2305432477815,108.59358786039817
SKUW3,Columbus,859,7951.120771318074,114.25933976098395
SKUW3,Sacramento,755,7460.540463692005,104.1711705307667
