SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,279,2837.189982616201,36.643249855135004
SKUA1,Columbus,151,1533.392823168695,21.77827352640579
SKUA1,Sacramento,292,2867.8729046059716,38.89894087171643
SKUA2,Austin,250,2480.0573427491754,33.667144522909794
SKUA2,Columbus,176,1838.202294448101,24.318352453734175
SKUA2,Sacramento,251,2486.195070245917,35.71829225204931
SKUA3,Austin,216,2088.0356654237903,30.40029721186492
SKUA3,Columbus,182,1842.714321758688,24.3559526813224
SKUA3,Sacramento,292,3169.7755812984383,41.41479651082032
SKUC1,Austin,265,2809.416184350234,38.41180153625195
SKUC1,Columbus,220,2371.2324518737514,29.760270432281263
SKUC1,Sacramento,359,3399.7699522292164,47.3314162685768
SKUC2,Austin,297,3071.796711131749,40.5983059260979
SKUC2,Columbus,171,1761.96181774908,24.683015147909
SKUC2,Sacramento,327,3015.9467009113446,44.1328891742612
SKUD1,Austin,222,2087.0982664593585,29.39248555382799
SKUD1,Columbus,192,2168.7877973694394,29.073231644745327
SKUD1,Sacramento,226,2332.6608017782196,33.438840014818496
SKUD2,Austin,214,2023.009312779943,28.85841093983286
SKUD2,Columbus,210,2070.8296462111743,28.256913718426453
SKUD2,Sacramento,290,2624.679069850201,35.872325582085004
SKUD3,Austin,193,1939.5376094069497,28.16281341172458
SKUD3,Columbus,210,2277.3049861545956,29.977541551288297
SKUD3,Sacramento,229,2279.8410858163547,32.99867571513629
SKUE1,Austin,847,8725.825010202678,121.71520841835564
SKUE1,Columbus,876,8796.175660202909,124.30146383502424
SKUE1,Sacramento,812,8449.30706170652,115.41089218088767
SKUE2,Austin,889,8990.601166591758,123.92167638826464
SKUE2,Columbus,927,9495.259679961582,130.12716399967985
SKUE2,Sacramento,755,7445.386599623575,107.04488833019646
SKUE3,Austin,890,9250.136080346323,126.08446733621936
SKUE3,Columbus,957,9260.892290655967,128.17410242213307
SKUE3,Sacramento,880,8530.705753392696,116.0892146116058
SKUT1,Austin,198,2086.7580829324825,28.38965069110402
SKUT1,Columbus,223,2451.5909413480927,32.429924511234105
SKUT1,Sacramento,139,1273.504285950844,17.61253571625703
SKUT2,Austin,202,2278.016110494347,29.98346758745289
SKUT2,Columbus,212,2251.1615900165953,30.75967991680496
SKUT2,Sacramento,145,1439.6644606253915,18.99720383854493
SKUT3,Austin,152,1464.7917459214166,23.20659788267847
SKUT3,Columbus,183,1929.2986221735744,28.077488518113118
SKUT3,Sacramento,121,1273.2489763524736,17.610408136270614
SKUT4,Austin,196,2010.862892220915,27.757190768507623
SKUT4,Columbus,220,2193.24191355096,30.277015946258
SKUT4,Sacramento,136,1341.3355440062596,18.177796200052164
SKUW1,Austin,786,8040.097205668571,113.00081004723809
SKUW1,Columbus,893,8553.095739594333,119.27579782995278
SKUW1,Sacramento,780,7892.694485314532,107.77245404428777
SKUW2,Austin,832,8287.963864082541,115.06636553402117
SKUW2,Columbus,844,8299.466886625074,117.16222405520894
SKUW2,Sacramento,750,7604.352827657924,105.36960689714937
SKUW3,Austin,845,8699.97907985194,118.49982566543284
SKUW3,Columbus,821,8433.506119658237,118.27921766381864
SKUW3,Sacramento,763,7829.381285102742,107.24484404252286
