SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,222,2088.2189573488763,30.40182464457397
SKUA1,Columbus,149,1802.0340189907047,24.016950158255874
SKUA1,Sacramento,253,2704.050766635302,37.533756388627516
SKUA2,Austin,225,2230.223039993068,31.585191999942236
SKUA2,Columbus,160,1600.70699525937,22.33922496049475
SKUA2,Sacramento,277,2948.0382827949165,39.56698568995763
SKUA3,Austin,218,2222.3150046966157,31.51929170580513
SKUA3,Columbus,125,1217.4101879821305,19.14508489985109
SKUA3,Sacramento,274,2408.5226037571497,35.07102169797625
SKUC1,Austin,254,2711.4365340728095,37.59530445060674
SKUC1,Columbus,200,2036.8749200446935,26.973957667039112
SKUC1,Sacramento,365,3736.6132391103106,50.138443659252594
SKUC2,Austin,285,2922.741858175735,39.35618215146446
SKUC2,Columbus,170,1537.2631948335043,22.810526623612535
SKUC2,Sacramento,326,3318.027143392609,46.65022619493841
SKUD1,Austin,179,1838.2792664998003,27.318993887498337
SKUD1,Columbus,203,2096.2739976812013,28.468949980676676
SKUD1,Sacramento,253,2297.041697208038,33.14201414340031
SKUD2,Austin,227,2271.7215894002516,30.931013245002095
SKUD2,Columbus,193,1993.1354110049092,27.609461758374245
SKUD2,Sacramento,229,2130.702426225082,31.755853551875685
SKUD3,Austin,194,2038.1528568077435,28.98460714006453
SKUD3,Columbus,189,1997.1572895672982,27.642977413060816
SKUD3,Sacramento,262,2786.0677264378023,37.217231053648355
SKUE1,Austin,882,8898.947396063764,123.15789496719803
SKUE1,Columbus,919,8940.03538096932,125.500294841411
SKUE1,Sacramento,790,7649.867443653418,108.74889536377849
SKUE2,Austin,872,8574.40277090658,120.4533564242215
SKUE2,Columbus,964,9632.250101808557,131.26875084840464
SKUE2,Sacramento,844,8584.94242421683,116.54118686847359
SKUE3,Austin,894,8824.684908299141,122.53904090249284
SKUE3,Columbus,890,9070.3655603145,126.5863796692875
SKUE3,Sacramento,796,7737.345273886291,109.47787728238576
SKUT1,Austin,223,2628.8716129380987,32.907263441150825
SKUT1,Columbus,212,2194.0012991391322,30.283344159492767
SKUT1,Sacramento,118,1140.0864556227823,16.500720463523187
SKUT2,Austin,198,1806.6991804234754,26.055826503528962
SKUT2,Columbus,203,2224.0557294952764,30.53379774579397
SKUT2,Sacramento,120,1383.4624534508964,18.52885377875747
SKUT3,Austin,223,1937.3047274251398,27.144206061876165
SKUT3,Columbus,206,1917.9925998298083,27.983271665248406
SKUT3,Sacramento,106,1124.6656269897273,16.37221355824773
SKUT4,Austin,200,2076.3172501669887,28.302643751391575
SKUT4,Columbus,204,1592.2293460067349,25.268577883389458
SKUT4,Sacramento,110,956.9430760747923,14.974525633956603
SKUW1,Austin,815,7423.1399520192535,107.85949960016045
SKUW1,Columbus,891,9102.750056180426,123.85625046817022
SKUW1,Sacramento,749,7680.689142833816,106.00574285694846
SKUW2,Austin,801,8225.860804786482,114.54884003988735
SKUW2,Columbus,860,8657.543852076828,120.1461987673069
SKUW2,Sacramento,764,8301.434122928687,111.17861769107239
SKUW3,Austin,846,7770.098120867259,110.75081767389382
SKUW3,Columbus,796,7831.0745124370005,113.25895427030834
SKUW3,Sacramento,719,7379.300415975664,103.49417013313054
