SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,216,1933.6397247319806,29.113664372766504
SKUA1,Columbus,170,1819.4487379944692,24.162072816620576
SKUA1,Sacramento,256,2561.4335642312353,36.34527970192696
SKUA2,Austin,225,2239.7766093918303,31.664805078265253
SKUA2,Columbus,158,1709.1610415080227,23.243008679233522
SKUA2,Sacramento,262,2594.577484824817,36.621479040206815
SKUA3,Austin,243,2361.1506754385355,32.67625562865446
SKUA3,Columbus,163,1366.7646040733698,20.389705033944747
SKUA3,Sacramento,264,2529.835419863207,36.08196183219339
SKUC1,Austin,273,2698.093271421373,37.48411059517811
SKUC1,Columbus,191,1609.723183247505,23.414359860395873
SKUC1,Sacramento,349,3561.512174966058,48.679268124717154
SKUC2,Austin,274,2603.677942844304,36.6973161903692
SKUC2,Columbus,168,1793.6470165074534,24.947058470895445
SKUC2,Sacramento,320,2759.5359083237945,41.99613256936495
SKUD1,Austin,227,2163.7321952273696,30.031101626894745
SKUD1,Columbus,191,1907.7860019086809,26.898216682572343
SKUD1,Sacramento,232,2557.5692213244492,35.31307684437041
SKUD2,Austin,234,2396.722524765821,31.972687706381844
SKUD2,Columbus,215,1939.8207506443257,27.165172922036046
SKUD2,Sacramento,255,2661.528074743373,36.17940062286144
SKUD3,Austin,207,2051.0640925574753,29.092200771312296
SKUD3,Columbus,202,1980.9161817925235,27.507634848271028
SKUD3,Sacramento,233,2349.597932759132,33.57998277299277
SKUE1,Austin,901,9287.749911109242,126.39791592591035
SKUE1,Columbus,951,9798.064518622905,132.65053765519087
SKUE1,Sacramento,868,8200.194011656324,113.33495009713603
SKUE2,Austin,932,9130.104323637062,125.08420269697552
SKUE2,Columbus,962,9344.776985982247,128.87314154985205
SKUE2,Sacramento,822,8308.450139968367,114.23708449973638
SKUE3,Austin,885,8250.482469051747,117.75402057543123
SKUE3,Columbus,905,9144.663313394289,127.20552761161908
SKUE3,Sacramento,787,8006.143553957819,111.71786294964848
SKUT1,Austin,196,1994.6786481217894,27.622322067681576
SKUT1,Columbus,238,2530.856087738253,33.09046739781878
SKUT1,Sacramento,125,1379.568991911373,18.496408265928107
SKUT2,Austin,206,2160.866891190565,29.00722409325471
SKUT2,Columbus,193,1876.0977848584887,27.634148207154073
SKUT2,Sacramento,127,1266.497365627599,17.554144713563325
SKUT3,Austin,203,2078.302174416545,28.31918478680454
SKUT3,Columbus,211,2319.9199069733627,31.332665891444687
SKUT3,Sacramento,142,1398.2124664002167,18.65177055333514
SKUT4,Austin,211,2279.508013418629,29.99590011182191
SKUT4,Columbus,219,2083.7447068313477,29.364539223594566
SKUT4,Sacramento,137,1526.0663479412267,19.71721956617689
SKUW1,Austin,770,7610.525142493956,109.4210428541163
SKUW1,Columbus,908,9574.397998700106,127.78664998916754
SKUW1,Sacramento,732,7012.0280842883985,100.43356736906999
SKUW2,Austin,842,8398.169142967618,115.98474285806348
SKUW2,Columbus,827,7796.333915915327,112.9694492992944
SKUW2,Sacramento,777,7611.432156099247,105.42860130082705
SKUW3,Austin,825,8408.317118536108,116.06930932113423
SKUW3,Columbus,883,8644.532541663473,120.03777118052895
SKUW3,Sacramento,777,7744.382033389287,106.53651694491073
