SKU,Facility,Delay_Events,Delay_Days,Total_Lead_Time
SKUA1,Austin,238,2551.7262611846922,34.26438550987243
SKUA1,Columbus,160,1686.3161422709593,23.052634518924663
SKUA1,Sacramento,258,3079.2516323293185,40.66043026941099
SKUA2,Austin,218,2307.8262348057897,32.23188529004825
SKUA2,Columbus,162,1691.092723902524,23.092439365854368
SKUA2,Sacramento,267,2682.5314704665775,37.35442892055481
SKUA3,Austin,248,2494.5668083718647,33.7880567364322
SKUA3,Columbus,162,1523.2491447535199,21.693742872946
SKUA3,Sacramento,271,2529.9590559930607,36.0829921332755
SKUC1,Austin,277,2852.84940173686,38.77374501447384
SKUC1,Columbus,178,1696.591887850145,24.138265732084545
SKUC1,Sacramento,316,3296.6714894209285,46.47226241184107
SKUC2,Austin,289,2954.2288544638504,39.618573787198756
SKUC2,Columbus,170,1807.9194734636271,25.065995612196893
SKUC2,Sacramento,349,3482.2679932075307,48.018899943396086
SKUD1,Austin,227,2195.768682419974,30.298072353499784
SKUD1,Columbus,203,2006.0598006817104,27.71716500568092
SKUD1,Sacramento,282,3240.911166730506,41.00759305608755
SKUD2,Austin,210,2435.894214523478,32.299118454362315
SKUD2,Columbus,203,1850.491634590961,26.42076362159134
SKUD2,Sacramento,227,2347.573893588801,33.563115779906674
SKUD3,Austin,194,2114.435274413122,29.620293953442683
SKUD3,Columbus,171,1559.2115624840785,23.99342968736732
SKUD3,Sacramento,244,2576.9722898571963,35.474769082143304
SKUE1,Austin,936,8878.84418925838,122.99036824381983
SKUE1,Columbus,952,9999.88879077045,134.33240658975376
SKUE1,Sacramento,871,8330.72400535903,114.42270004465858
SKUE2,Austin,939,9277.661919908629,126.3138493325719
SKUE2,Columbus,888,8913.340974789056,125.27784145657547
SKUE2,Sacramento,786,7777.83513442412,109.81529278686767
SKUE3,Austin,883,8442.222656120472,119.3518554676706
SKUE3,Columbus,964,9340.800454986693,128.84000379155577
SKUE3,Sacramento,893,8547.09795791486,116.22581631595718
SKUT1,Austin,187,1979.3104295286944,27.494253579405786
SKUT1,Columbus,220,2120.537330052307,29.671144417102557
SKUT1,Sacramento,126,1133.9665512907145,16.449721260755954
SKUT2,Austin,214,2350.399997424353,30.586666645202943
SKUT2,Columbus,209,2017.3687633574143,28.811406361311786
SKUT2,Sacramento,121,1301.096440089666,17.84247033408055
SKUT3,Austin,211,2106.6311611880315,28.55525967656693
SKUT3,Columbus,212,2134.075719690845,29.78396433075704
SKUT3,Sacramento,129,1296.8503886773613,17.80708657231134
SKUT4,Austin,204,1985.0193125931864,27.54182760494322
SKUT4,Columbus,206,2294.519249311188,31.120993744259902
SKUT4,Sacramento,126,1297.3245625329453,17.81103802110788
SKUW1,Austin,805,8120.711717515008,113.6725976459584
SKUW1,Columbus,849,8141.704223869523,115.8475351989127
SKUW1,Sacramento,746,7359.446030240734,103.3287169186728
SKUW2,Austin,866,8528.345445852876,117.0695453821073
SKUW2,Columbus,843,8242.243998951408,116.6853666579284
SKUW2,Sacramento,709,7188.572236224355,101.90476863520296
SKUW3,Austin,816,8176.597181648958,114.13830984707465
SKUW3,Columbus,871,8448.502316894403,118.40418597412003
SKUW3,Sacramento,735,7547.80994504332,104.89841620869433
