Scenario,k_factor,mean_delay,num_simulations,baseline_total_shelves,avg_delay_days,total_delay_events,timestamp
14_4_doh,0.05,1.5,50,3993.9395411162327,1.7671625535015607,382585,2025-11-15 10:30:15
