t_month,t_day,sup,f,level,marginal,lower,upper,scale
11,3,International,Austin,0.0,-0.0,0.0,inf,1.0
11,4,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,4,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,4,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,4,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,4,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,4,International,Austin,0.0,-0.0,0.0,inf,1.0
11,5,Domestic,Columbus,210940.7976190476,0.0,0.0,inf,1.0
11,5,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,5,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,5,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,5,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,5,International,Austin,2005.95,0.0,0.0,inf,1.0
11,6,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,6,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,6,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,6,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,6,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,6,International,Austin,0.0,-0.0,0.0,inf,1.0
11,7,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,7,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,7,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,7,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,7,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,7,International,Austin,0.0,-0.0,0.0,inf,1.0
11,8,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,8,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,8,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,8,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,8,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,8,International,Austin,0.0,-0.0,0.0,inf,1.0
11,9,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,9,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,9,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,9,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,9,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,9,International,Austin,0.0,-0.0,0.0,inf,1.0
11,10,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,10,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,10,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,10,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,10,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,10,International,Austin,0.0,-0.0,0.0,inf,1.0
11,11,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,11,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,11,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,11,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,11,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,11,International,Austin,0.0,-0.0,0.0,inf,1.0
11,12,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,12,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,12,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,12,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,12,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,12,International,Austin,0.0,-0.0,0.0,inf,1.0
11,13,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,13,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,13,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,13,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,13,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,13,International,Austin,0.0,-0.0,0.0,inf,1.0
11,14,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,14,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,14,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,14,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,14,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,14,International,Austin,0.0,-0.0,0.0,inf,1.0
11,15,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,15,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,15,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,15,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,15,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,15,International,Austin,0.0,-0.0,0.0,inf,1.0
11,16,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,16,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,16,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,16,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,16,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,16,International,Austin,0.0,-0.0,0.0,inf,1.0
11,17,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,17,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,17,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,17,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,17,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,17,International,Austin,0.0,-0.0,0.0,inf,1.0
11,18,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,18,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,18,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,18,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,18,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,18,International,Austin,0.0,-0.0,0.0,inf,1.0
11,19,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,19,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,19,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,19,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,19,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,19,International,Austin,0.0,-0.0,0.0,inf,1.0
11,20,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,20,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,20,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,20,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,20,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,20,International,Austin,0.0,-0.0,0.0,inf,1.0
11,21,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
11,21,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
11,21,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
11,21,International,Columbus,0.0,-0.0,0.0,inf,1.0
11,21,International,Sacramento,0.0,-0.0,0.0,inf,1.0
11,21,International,Austin,0.0,-0.0,0.0,inf,1.0
12,1,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,1,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,1,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
12,1,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,1,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,1,International,Austin,0.0,-0.0,0.0,inf,1.0
12,2,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,2,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,2,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
12,2,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,2,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,2,International,Austin,0.0,-0.0,0.0,inf,1.0
12,3,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,3,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,3,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
12,3,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,3,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,3,International,Austin,0.0,-0.0,0.0,inf,1.0
12,4,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,4,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,4,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
12,4,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,4,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,4,International,Austin,0.0,-0.0,0.0,inf,1.0
12,5,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,5,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,5,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
12,5,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,5,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,5,International,Austin,0.0,-0.0,0.0,inf,1.0
12,6,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,6,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,6,Domestic,Austin,208731.6676190476,0.0,0.0,inf,1.0
12,6,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,6,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,6,International,Austin,0.0,-0.0,0.0,inf,1.0
12,7,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,7,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,7,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
12,7,International,Columbus,0.0,-0.0,0.0,inf,1.0
12,7,International,Sacramento,0.0,-0.0,0.0,inf,1.0
12,7,International,Austin,0.0,-0.0,0.0,inf,1.0
12,8,Domestic,Columbus,0.0,-0.0,0.0,inf,1.0
12,8,Domestic,Sacramento,0.0,-0.0,0.0,inf,1.0
12,8,Domestic,Austin,0.0,-0.0,0.0,inf,1.0
